@relation image_classification
@attribute huMoments_0_0_1 real
@attribute huMoments_0_0_2 real
@attribute huMoments_0_0_3 real
@attribute huMoments_0_0_4 real
@attribute huMoments_0_0_5 real
@attribute huMoments_0_0_6 real
@attribute huMoments_0_0_7 real
@attribute huMoments_0_1_1 real
@attribute huMoments_0_1_2 real
@attribute huMoments_0_1_3 real
@attribute huMoments_0_1_4 real
@attribute huMoments_0_1_5 real
@attribute huMoments_0_1_6 real
@attribute huMoments_0_1_7 real
@attribute huMoments_0_2_1 real
@attribute huMoments_0_2_2 real
@attribute huMoments_0_2_3 real
@attribute huMoments_0_2_4 real
@attribute huMoments_0_2_5 real
@attribute huMoments_0_2_6 real
@attribute huMoments_0_2_7 real
@attribute huMoments_1_0_1 real
@attribute huMoments_1_0_2 real
@attribute huMoments_1_0_3 real
@attribute huMoments_1_0_4 real
@attribute huMoments_1_0_5 real
@attribute huMoments_1_0_6 real
@attribute huMoments_1_0_7 real
@attribute huMoments_1_1_1 real
@attribute huMoments_1_1_2 real
@attribute huMoments_1_1_3 real
@attribute huMoments_1_1_4 real
@attribute huMoments_1_1_5 real
@attribute huMoments_1_1_6 real
@attribute huMoments_1_1_7 real
@attribute huMoments_1_2_1 real
@attribute huMoments_1_2_2 real
@attribute huMoments_1_2_3 real
@attribute huMoments_1_2_4 real
@attribute huMoments_1_2_5 real
@attribute huMoments_1_2_6 real
@attribute huMoments_1_2_7 real
@attribute huMoments_2_0_1 real
@attribute huMoments_2_0_2 real
@attribute huMoments_2_0_3 real
@attribute huMoments_2_0_4 real
@attribute huMoments_2_0_5 real
@attribute huMoments_2_0_6 real
@attribute huMoments_2_0_7 real
@attribute huMoments_2_1_1 real
@attribute huMoments_2_1_2 real
@attribute huMoments_2_1_3 real
@attribute huMoments_2_1_4 real
@attribute huMoments_2_1_5 real
@attribute huMoments_2_1_6 real
@attribute huMoments_2_1_7 real
@attribute huMoments_2_2_1 real
@attribute huMoments_2_2_2 real
@attribute huMoments_2_2_3 real
@attribute huMoments_2_2_4 real
@attribute huMoments_2_2_5 real
@attribute huMoments_2_2_6 real
@attribute huMoments_2_2_7 real
@attribute class {accident,bomb,car,casualty,injury}
@data
0.173922,4.70556e-05,3.55502e-05,5.37704e-06,5.47414e-11,3.02133e-08,-5.03007e-11,0.17948,0.000152319,1.89082e-06,4.26597e-07,3.22469e-13,5.23674e-09,-2.06898e-13,0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.17935,2.87909e-05,5.37646e-06,2.79827e-06,1.07288e-11,1.31633e-08,1.64287e-12,0.178096,1.63763e-06,5.86054e-06,1.11142e-05,8.86901e-11,8.42793e-09,-1.34146e-11,0.181072,0.000152936,1.08537e-06,9.04056e-07,-7.54059e-13,8.55376e-09,-4.83088e-13,0.177179,0.000116714,2.08959e-05,1.71159e-05,2.39575e-10,1.84695e-07,-2.1767e-10,0.18271,5.92926e-05,1.17379e-05,9.12118e-06,5.4014e-11,-5.35177e-08,-7.73932e-11,0.178256,5.38888e-05,4.4055e-06,1.76219e-05,1.49317e-10,1.28379e-07,4.25683e-11,accident
0.181847,4.9159e-05,9.72625e-06,4.07931e-06,1.66178e-11,1.64664e-08,1.95984e-11,0.181585,1.86002e-05,1.28457e-06,7.16336e-07,-2.4624e-13,3.05105e-09,-6.4152e-13,0.169291,3.42024e-05,5.51427e-06,1.52157e-06,-4.24556e-12,-8.80447e-09,-1.18335e-12,0.175957,1.44422e-05,1.9175e-05,9.99904e-06,1.31442e-10,1.34008e-08,-4.35038e-11,0.176722,4.23476e-07,9.24691e-06,1.08396e-05,1.0842e-10,-6.88089e-09,-4.70172e-12,0.180233,2.55365e-05,1.6119e-05,1.11096e-05,1.37885e-10,5.32183e-08,5.55859e-11,0.180293,0.000248242,2.16843e-05,1.64501e-05,2.97006e-10,2.55952e-07,9.119e-11,0.188794,3.70554e-05,2.08688e-05,3.3449e-06,-2.59536e-11,-1.25204e-08,-1.03635e-11,0.185976,0.000205171,5.75971e-06,1.31402e-05,1.13769e-10,1.71319e-07,-1.11632e-11,accident
0.175764,7.51916e-06,1.15359e-05,7.24846e-06,5.434e-11,1.63837e-08,-3.79531e-11,0.18309,0.000114579,4.00702e-06,4.49577e-08,-1.64788e-14,-4.66969e-10,-9.62087e-15,0.166092,5.54779e-06,2.43636e-06,1.38516e-07,8.04663e-14,-3.26254e-10,4.49674e-16,0.179966,3.29385e-05,1.88472e-05,8.4259e-06,1.04144e-10,4.19878e-08,-2.06979e-11,0.174545,4.80194e-06,4.12856e-06,8.25254e-06,4.73853e-11,-1.75587e-08,-8.66196e-12,0.182498,9.37805e-05,1.11763e-05,1.40369e-06,2.48191e-12,1.32195e-08,4.97506e-12,0.183413,0.000168064,2.15472e-05,8.32784e-06,3.63192e-11,1.07396e-07,1.05479e-10,0.178675,6.05453e-05,2.92392e-06,2.21477e-06,-5.5965e-12,1.69289e-08,-6.66741e-13,0.182504,4.01456e-05,1.8446e-05,2.20438e-05,-3.45016e-10,1.14057e-07,2.80273e-10,accident
0.169993,6.51574e-05,1.06043e-05,2.42367e-06,-1.10437e-11,-1.90076e-08,-5.3862e-12,0.192155,7.07135e-05,8.0851e-06,9.50066e-06,8.22313e-11,3.42326e-08,-1.30931e-11,0.17562,8.08904e-06,1.86547e-07,8.89205e-06,1.0761e-11,-2.52363e-08,3.91887e-12,0.185594,6.87861e-05,1.41835e-06,8.64084e-07,9.47999e-13,6.44481e-09,1.27902e-13,0.183888,2.6233e-05,2.77231e-07,2.88566e-07,-6.94006e-14,-1.38253e-09,-4.29552e-14,0.180552,1.60033e-05,2.12187e-05,1.45448e-05,2.48024e-10,4.95916e-08,6.14259e-11,0.183407,0.000106709,1.87426e-05,2.94721e-05,-3.47062e-10,2.53289e-07,-5.9946e-10,0.183944,8.02828e-05,5.08887e-06,4.86402e-07,7.59873e-13,-3.09332e-09,-9.05604e-14,0.178232,0.00011743,1.41689e-05,2.16971e-05,3.7445e-10,2.35017e-07,6.71616e-11,accident
0.175727,1.29896e-05,1.23904e-05,1.01674e-05,1.13602e-10,2.04037e-09,-1.08396e-11,0.188058,0.000234278,2.14503e-05,1.54109e-05,6.82608e-11,1.50917e-07,-2.7175e-10,0.166177,3.60585e-06,1.60456e-06,9.96861e-08,3.98657e-14,-1.89287e-10,-4.7139e-16,0.182108,4.84908e-05,8.40308e-06,3.80665e-06,2.05788e-11,2.61454e-08,-6.32705e-12,0.180274,1.09368e-05,4.03451e-06,6.46832e-06,3.28953e-11,2.13894e-08,-3.12362e-12,0.181493,0.000161233,4.42272e-06,3.88425e-06,1.47302e-11,4.81108e-08,-6.49669e-12,0.178737,0.000144453,2.75336e-05,2.33041e-05,3.24297e-10,2.66961e-07,-4.93253e-10,0.186147,4.77006e-05,3.50197e-06,1.47313e-06,-2.42817e-12,1.95262e-09,2.302e-12,0.178202,8.22391e-05,9.24011e-06,2.14369e-05,2.70653e-10,1.91607e-07,-1.3331e-10,accident
0.165996,1.04769e-05,4.40814e-06,1.86751e-07,1.69423e-13,-6.04437e-10,-2.58923e-15,0.183889,9.63974e-05,1.09056e-05,2.45436e-06,1.26847e-11,2.35745e-08,-5.79048e-13,0.18671,0.000186103,1.53426e-06,1.52627e-05,1.90362e-11,2.0132e-07,-7.13627e-11,0.18564,9.34231e-05,2.5108e-05,7.0701e-06,6.42526e-11,6.79279e-08,-6.88837e-11,0.177284,7.84113e-06,3.82195e-06,8.06013e-06,3.09611e-11,-7.48786e-09,3.22909e-11,0.180548,3.16447e-07,2.67532e-05,2.18709e-05,5.25067e-10,-7.89705e-09,6.4709e-11,0.181361,7.60067e-05,2.29083e-05,1.40439e-05,-1.23684e-11,-3.08766e-08,2.51596e-10,0.17106,0.000108881,7.49267e-06,3.27265e-06,-3.52709e-12,-3.09795e-08,1.58172e-11,0.182964,2.31429e-05,2.20275e-05,1.35855e-05,-2.25495e-10,1.22605e-08,-6.62111e-11,accident
0.169061,5.84947e-05,1.21645e-05,1.35604e-06,-5.41974e-12,-1.03179e-08,-9.79444e-13,0.18016,5.56082e-05,3.29637e-05,1.25838e-05,1.51638e-10,9.36011e-08,2.06618e-10,0.192133,0.000186722,2.16136e-05,2.27966e-07,2.82911e-13,-1.07713e-09,4.19544e-13,0.19032,0.000118368,7.15315e-08,4.5255e-08,-1.40312e-15,-1.27315e-10,2.15894e-15,0.189301,3.41285e-05,5.11699e-06,1.11394e-05,7.85566e-11,5.66839e-08,-3.00289e-11,0.190851,6.69322e-05,5.49147e-06,5.88192e-06,3.2707e-11,4.71648e-08,-6.9098e-12,0.177597,8.71557e-05,6.73333e-06,1.39019e-06,-4.07753e-12,-8.08699e-09,1.21017e-12,0.192578,1.19321e-05,1.00441e-05,1.98962e-06,-8.5426e-12,-2.56378e-09,-2.47645e-12,0.192595,0.000164025,0.000103975,1.33909e-05,2.70907e-10,9.32061e-08,-4.19852e-10,accident
0.166087,1.75895e-05,6.75266e-06,1.34181e-07,1.27681e-13,-5.62652e-10,-3.30283e-15,0.181533,0.000118936,8.64795e-06,3.35005e-06,9.98998e-12,3.44795e-08,1.50112e-11,0.186648,8.81247e-05,2.93196e-05,4.80395e-06,4.29699e-11,4.50729e-08,3.74714e-11,0.185657,0.000103748,5.34563e-06,5.98817e-07,2.12692e-13,5.41826e-09,-1.05005e-12,0.177669,2.94828e-06,1.33699e-06,7.81313e-06,2.23263e-11,-7.55671e-09,1.1799e-11,0.18679,4.78159e-05,3.47277e-06,3.00846e-06,9.72065e-12,2.07451e-08,2.62553e-13,0.182403,6.57299e-05,3.29503e-06,1.04682e-05,-5.9417e-11,6.59548e-08,-1.57935e-11,0.181086,1.4113e-05,7.78781e-06,9.30714e-06,-1.90108e-11,1.94252e-08,-7.69234e-11,0.182153,2.56211e-05,3.33206e-05,2.23701e-05,3.99486e-10,1.07614e-07,-4.6197e-10,accident
0.167191,7.17458e-05,2.13932e-05,5.18168e-08,-4.15738e-14,-3.93745e-10,-3.53269e-14,0.183195,8.04709e-05,5.80796e-05,1.70584e-05,2.78277e-10,1.53014e-07,4.59192e-10,0.185527,5.09293e-05,3.74653e-05,1.47654e-05,3.35352e-10,9.75216e-08,9.02434e-11,0.189023,0.000170503,1.12882e-07,2.5012e-08,-4.48282e-16,-1.63178e-10,1.25114e-15,0.181,1.47993e-05,5.20585e-06,7.98189e-06,3.28658e-11,8.50811e-10,3.95876e-11,0.192305,7.89997e-05,1.10894e-05,9.37816e-06,9.54629e-11,8.29826e-08,5.78911e-12,0.172398,0.000221573,1.23441e-05,3.13021e-06,1.49039e-11,3.99462e-08,1.25089e-11,0.181707,0.000108279,1.31583e-05,1.12369e-05,-3.53079e-13,-1.16912e-07,-1.36637e-10,0.184395,3.95466e-06,2.79015e-05,3.0338e-05,-3.28955e-10,3.91489e-08,-8.19074e-10,accident
0.175014,3.0682e-05,2.70549e-07,1.06833e-05,-1.69509e-11,-5.90859e-08,-6.52286e-12,0.176912,8.07478e-05,1.62245e-05,7.4088e-06,-3.19825e-11,5.86261e-08,7.4667e-11,0.183961,7.4041e-06,1.9818e-05,2.09574e-05,4.27093e-10,3.91501e-08,3.52169e-12,0.188744,7.21135e-05,2.16555e-06,2.11113e-06,4.4037e-12,1.7917e-08,-9.91478e-13,0.187536,4.80602e-05,2.0381e-06,9.87505e-07,1.23655e-12,5.56714e-09,-6.58486e-13,0.190364,6.03101e-05,1.44966e-05,1.37661e-05,1.94469e-10,1.03787e-07,-2.73273e-13,0.190995,0.000102138,2.28419e-06,1.26224e-05,-6.58407e-11,1.0738e-07,-1.6081e-11,0.182553,8.09038e-06,8.09975e-06,4.47226e-06,-3.82612e-12,1.184e-08,-2.66437e-11,0.180755,5.7349e-06,5.72261e-05,1.76177e-05,3.26601e-10,-1.82426e-08,-4.54156e-10,accident
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.2375,0.000625796,3.53005e-06,9.03125e-05,-1.1672e-09,-7.86142e-07,1.11263e-09,0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.18545,2.56934e-05,1.02237e-05,4.78245e-05,1.05681e-09,-2.20887e-07,3.82281e-11,0.220074,0.000235857,0.000305642,0.000105927,-9.54334e-09,7.6997e-07,1.64983e-08,0.17941,0.000110638,2.62544e-06,2.84674e-05,-2.29996e-10,-2.98769e-07,8.75804e-11,0.223747,5.48382e-06,1.23638e-05,0.000204079,-7.71653e-09,-3.61318e-07,6.74848e-09,0.222087,0.000127329,4.33872e-05,1.18914e-05,2.40225e-10,-1.32715e-07,1.23483e-10,0.214843,0.000249088,2.75491e-05,5.27954e-05,-1.27079e-09,-2.92553e-08,1.5618e-09,accident
0.168872,0.000476281,0.000160406,3.44928e-07,2.23003e-12,4.9755e-09,1.26873e-12,0.22174,0.000351702,0.00028797,5.8084e-05,1.72721e-09,-1.08718e-06,7.31078e-09,0.166511,1.77165e-06,7.94302e-07,4.75997e-09,-2.79431e-16,9.35174e-13,8.70776e-17,0.217433,0.00209543,0.000463861,3.18771e-05,3.87495e-09,9.7452e-07,1.00441e-10,0.16675,0.000276371,1.9743e-05,6.16319e-07,-1.95288e-12,-9.19761e-09,8.99032e-13,0.198013,0.000747139,9.37064e-06,5.73349e-07,1.32645e-12,1.49215e-08,-8.1652e-14,0.278406,0.000167194,0.000127475,0.000361504,-7.67876e-08,2.27223e-06,-1.12255e-08,0.21463,7.6352e-05,8.2401e-05,1.44191e-06,1.45187e-11,-8.81203e-09,-6.01965e-12,0.191139,8.1962e-05,8.17413e-05,3.3517e-05,1.72778e-09,2.56061e-07,3.04205e-10,accident
0.166644,5.09294e-33,3.24821e-33,3.60912e-34,3.90772e-67,-2.57564e-50,0,0.199481,0.000511843,4.74429e-05,7.59811e-06,7.76724e-11,1.58428e-07,1.21564e-10,0.184669,7.19033e-06,3.26937e-05,3.91008e-05,6.33753e-10,1.02864e-07,1.24611e-09,0.200224,0.000309608,9.41551e-05,2.94024e-05,1.13747e-09,5.16925e-07,-1.04853e-09,0.201843,0.000113436,2.2672e-05,2.68914e-08,1.72417e-14,2.82874e-10,-1.19838e-14,0.190896,7.13334e-05,6.88674e-05,7.54725e-05,5.35225e-09,1.64057e-07,-9.79473e-10,0.204807,0.00078357,1.35563e-05,7.12023e-05,9.5548e-10,1.51867e-06,-1.99514e-09,0.202871,0.000137281,0.000100138,2.90938e-05,1.19751e-09,6.56624e-08,1.01587e-09,0.192992,4.45891e-05,3.40961e-05,2.89974e-05,9.11744e-10,1.88722e-07,8.5624e-12,accident
0.165891,1.30571e-05,5.54179e-06,2.59158e-07,3.10457e-13,-9.36248e-10,-8.7115e-15,0.206822,0.000461869,8.14941e-05,2.77511e-05,-1.0931e-09,5.5477e-07,-7.39459e-10,0.181947,0.000100037,2.23828e-06,3.69848e-05,-3.36479e-10,-3.69862e-07,4.1913e-12,0.204992,0.000597779,0.000119304,2.47705e-05,5.61095e-10,5.80065e-07,-1.2241e-09,0.197087,9.21415e-05,8.21386e-06,1.61083e-05,-1.75079e-10,-1.46897e-07,6.06576e-11,0.200426,0.000143663,0.000100515,7.81702e-05,6.77023e-09,8.6493e-07,1.47525e-09,0.207666,0.000607807,6.5204e-06,0.00014804,1.67049e-09,3.31566e-06,-4.28535e-09,0.189066,0.000115353,4.32274e-05,1.48778e-05,2.73426e-10,-1.59076e-07,-2.59991e-10,0.206864,0.00106687,4.13699e-05,3.52967e-05,9.61101e-10,9.31887e-07,-9.46313e-10,accident
