@relation image_classification
@attribute huMoments_0_0_1 real
@attribute huMoments_0_0_2 real
@attribute huMoments_0_0_3 real
@attribute huMoments_0_0_4 real
@attribute huMoments_0_0_5 real
@attribute huMoments_0_0_6 real
@attribute huMoments_0_0_7 real
@attribute huMoments_0_1_1 real
@attribute huMoments_0_1_2 real
@attribute huMoments_0_1_3 real
@attribute huMoments_0_1_4 real
@attribute huMoments_0_1_5 real
@attribute huMoments_0_1_6 real
@attribute huMoments_0_1_7 real
@attribute huMoments_0_2_1 real
@attribute huMoments_0_2_2 real
@attribute huMoments_0_2_3 real
@attribute huMoments_0_2_4 real
@attribute huMoments_0_2_5 real
@attribute huMoments_0_2_6 real
@attribute huMoments_0_2_7 real
@attribute huMoments_0_3_1 real
@attribute huMoments_0_3_2 real
@attribute huMoments_0_3_3 real
@attribute huMoments_0_3_4 real
@attribute huMoments_0_3_5 real
@attribute huMoments_0_3_6 real
@attribute huMoments_0_3_7 real
@attribute huMoments_1_0_1 real
@attribute huMoments_1_0_2 real
@attribute huMoments_1_0_3 real
@attribute huMoments_1_0_4 real
@attribute huMoments_1_0_5 real
@attribute huMoments_1_0_6 real
@attribute huMoments_1_0_7 real
@attribute huMoments_1_1_1 real
@attribute huMoments_1_1_2 real
@attribute huMoments_1_1_3 real
@attribute huMoments_1_1_4 real
@attribute huMoments_1_1_5 real
@attribute huMoments_1_1_6 real
@attribute huMoments_1_1_7 real
@attribute huMoments_1_2_1 real
@attribute huMoments_1_2_2 real
@attribute huMoments_1_2_3 real
@attribute huMoments_1_2_4 real
@attribute huMoments_1_2_5 real
@attribute huMoments_1_2_6 real
@attribute huMoments_1_2_7 real
@attribute huMoments_1_3_1 real
@attribute huMoments_1_3_2 real
@attribute huMoments_1_3_3 real
@attribute huMoments_1_3_4 real
@attribute huMoments_1_3_5 real
@attribute huMoments_1_3_6 real
@attribute huMoments_1_3_7 real
@attribute huMoments_2_0_1 real
@attribute huMoments_2_0_2 real
@attribute huMoments_2_0_3 real
@attribute huMoments_2_0_4 real
@attribute huMoments_2_0_5 real
@attribute huMoments_2_0_6 real
@attribute huMoments_2_0_7 real
@attribute huMoments_2_1_1 real
@attribute huMoments_2_1_2 real
@attribute huMoments_2_1_3 real
@attribute huMoments_2_1_4 real
@attribute huMoments_2_1_5 real
@attribute huMoments_2_1_6 real
@attribute huMoments_2_1_7 real
@attribute huMoments_2_2_1 real
@attribute huMoments_2_2_2 real
@attribute huMoments_2_2_3 real
@attribute huMoments_2_2_4 real
@attribute huMoments_2_2_5 real
@attribute huMoments_2_2_6 real
@attribute huMoments_2_2_7 real
@attribute huMoments_2_3_1 real
@attribute huMoments_2_3_2 real
@attribute huMoments_2_3_3 real
@attribute huMoments_2_3_4 real
@attribute huMoments_2_3_5 real
@attribute huMoments_2_3_6 real
@attribute huMoments_2_3_7 real
@attribute huMoments_3_0_1 real
@attribute huMoments_3_0_2 real
@attribute huMoments_3_0_3 real
@attribute huMoments_3_0_4 real
@attribute huMoments_3_0_5 real
@attribute huMoments_3_0_6 real
@attribute huMoments_3_0_7 real
@attribute huMoments_3_1_1 real
@attribute huMoments_3_1_2 real
@attribute huMoments_3_1_3 real
@attribute huMoments_3_1_4 real
@attribute huMoments_3_1_5 real
@attribute huMoments_3_1_6 real
@attribute huMoments_3_1_7 real
@attribute huMoments_3_2_1 real
@attribute huMoments_3_2_2 real
@attribute huMoments_3_2_3 real
@attribute huMoments_3_2_4 real
@attribute huMoments_3_2_5 real
@attribute huMoments_3_2_6 real
@attribute huMoments_3_2_7 real
@attribute huMoments_3_3_1 real
@attribute huMoments_3_3_2 real
@attribute huMoments_3_3_3 real
@attribute huMoments_3_3_4 real
@attribute huMoments_3_3_5 real
@attribute huMoments_3_3_6 real
@attribute huMoments_3_3_7 real
@attribute class {accident,bomb,car,casualty,injury}
@data
0.17512,0.000236831,3.78505e-05,1.48916e-05,-3.53472e-10,-2.29169e-07,-7.35504e-12,0.209871,0.000460399,0.000134203,9.68462e-05,1.08425e-08,2.03277e-06,2.08374e-09,0.224744,0.000911138,0.000174103,7.2827e-05,3.65941e-09,8.19331e-07,7.33876e-09,0.183682,0.000162351,5.20042e-06,4.89601e-05,-7.18899e-10,-6.22137e-07,-3.05801e-10,0.204404,0.000273696,0.000106134,7.21059e-05,6.24001e-09,1.09394e-06,-9.22923e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.19568,0.000241362,0.000297382,0.00013186,2.5624e-08,1.10151e-06,5.02128e-09,0.186693,0.000173094,0.000119897,8.54511e-05,8.54858e-09,-5.72113e-07,1.31615e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.214089,0.000696016,8.65744e-05,6.2718e-05,4.60685e-09,1.625e-06,-3.67752e-10,0.208801,6.41794e-05,0.000104429,0.000115599,1.24836e-08,8.77992e-07,-2.34058e-09,0.198512,0.000100554,0.000173822,0.000196425,3.61678e-08,-1.12552e-06,-3.03751e-09,0.225888,0.00120805,7.21468e-05,6.51919e-05,4.29565e-09,2.05612e-06,-1.23961e-09,0.168546,0.000303986,9.39907e-05,4.89952e-07,-3.32434e-12,-8.54175e-09,5.86348e-14,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.166194,2.05657e-05,8.68629e-06,5.65715e-08,1.58525e-15,-1.5925e-10,-3.96247e-14,0.193271,2.36688e-05,0.000113099,3.23713e-05,1.79553e-09,-7.54547e-08,-7.82683e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.17793,4.3173e-05,3.22177e-05,1.34435e-05,-2.48144e-10,-8.60404e-08,1.29233e-10,0.198747,2.50374e-05,4.8446e-05,4.96753e-05,2.4073e-09,1.58516e-07,3.78737e-10,0.17834,1.3633e-05,5.88663e-06,1.6872e-05,1.65085e-10,-5.75124e-08,-3.19287e-11,0.185439,6.11721e-05,1.03111e-05,6.58892e-06,4.22138e-11,4.06359e-08,3.41684e-11,0.220472,2.70098e-05,7.72965e-05,1.33193e-05,3.6328e-10,4.02451e-08,2.25104e-10,0.172355,6.63392e-05,8.18334e-06,6.57908e-06,-4.56686e-11,-5.2831e-08,-1.56446e-11,0.198166,0.000690852,1.99913e-05,3.98097e-05,1.09145e-09,8.3213e-07,2.64573e-10,0.173177,0.000104341,9.30969e-06,8.70978e-06,7.39854e-11,-8.17164e-08,2.60253e-11,0.178829,1.33397e-05,3.79118e-05,2.24535e-05,5.78888e-10,-1.68998e-08,3.0669e-10,0.201952,0.000122343,3.97717e-05,1.9157e-05,-3.46873e-10,-3.10892e-08,-3.99113e-10,bomb
0.166626,0,0,0,0,0,0,0.166169,3.70488e-06,1.63372e-06,9.51665e-08,3.75194e-14,-1.83162e-10,6.19156e-16,0.183956,0.00022327,6.1336e-05,3.03494e-05,3.20605e-10,2.60668e-07,1.26957e-09,0.225883,3.03554e-05,3.25433e-05,0.000100985,2.44144e-09,1.96427e-07,5.24921e-09,0.170927,0.000195817,4.14215e-05,3.82781e-06,-3.85822e-11,-4.99386e-08,2.88886e-11,0.230356,0.000349154,3.87925e-05,0.000403487,-4.72983e-08,6.83577e-06,1.76378e-08,0.204815,6.73122e-05,0.000168621,8.94427e-05,9.94492e-09,6.9806e-07,-4.66411e-09,0.178545,0.000175512,1.02999e-05,2.64449e-05,-4.11722e-10,-3.4732e-07,-1.44808e-10,0.208418,0.00018122,0.000179766,0.000190067,3.50983e-08,2.0194e-06,-1.55622e-09,0.166626,0,0,0,0,0,0,0.189531,1.21996e-05,9.64264e-06,3.45592e-05,6.26137e-10,3.79873e-08,7.71872e-11,0.209489,1.28263e-06,0.000132021,0.000319967,6.57331e-08,-3.18218e-07,1.97526e-09,0.218506,0.000689115,0.000118381,2.18802e-05,4.10852e-10,3.39932e-07,1.035e-09,0.184307,0.000128313,2.92226e-05,6.20696e-05,2.59392e-09,-6.99596e-07,-5.09551e-10,0.201015,0.000172819,6.68941e-05,4.91978e-05,2.65834e-09,6.40842e-07,9.4813e-10,0.186739,8.54837e-05,1.02425e-06,6.12452e-05,3.92032e-10,-5.64389e-07,-2.85675e-10,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.205292,0.000346036,4.57956e-05,9.37301e-05,-4.70686e-09,1.66079e-06,3.94409e-09,0.168068,9.53693e-05,2.69375e-05,3.44583e-07,2.85166e-13,-1.34165e-09,1.01036e-12,0.166626,0,0,0,0,0,0,0.165715,2.73233e-05,1.11889e-05,3.90122e-07,8.12201e-13,-2.03523e-09,6.82909e-14,0.214471,0.000305496,0.000170895,0.000187017,-3.34081e-08,7.16391e-07,1.30851e-09,0.166695,6.57401e-08,1.73006e-08,1.25031e-09,-5.81492e-18,-3.20574e-13,-4.65644e-20,0.180287,3.89879e-05,1.20797e-05,2.37208e-05,2.64105e-10,-1.19966e-07,-3.02454e-10,0.234324,0.000122921,0.000143441,1.03615e-06,-1.16383e-11,9.13955e-09,4.91104e-12,0.176393,0.000141053,8.33594e-06,2.06737e-05,2.27511e-10,-1.52638e-07,-1.4797e-10,0.166082,6.1764e-06,2.62593e-06,1.34764e-07,8.00804e-14,-3.347e-10,-3.75625e-15,0.21099,0.00095628,8.29523e-05,5.62295e-06,7.18586e-11,-9.01026e-08,-9.78976e-11,0.180155,5.73868e-05,4.86748e-05,3.04889e-05,1.1696e-09,-1.19894e-07,1.07544e-10,0.177215,0.00012483,1.68745e-05,1.89359e-05,3.18708e-10,-2.06252e-07,1.14015e-10,0.207695,0.000199761,3.3116e-05,1.8472e-05,1.05253e-10,-1.34936e-07,-4.44577e-10,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.19437,6.53224e-05,2.34091e-05,4.43331e-05,5.57361e-10,-3.0776e-07,-1.31494e-09,0.176749,3.55041e-05,1.72104e-06,1.68497e-05,4.17777e-11,-9.89587e-08,8.05465e-11,0.166626,0,0,0,0,0,0,0.170747,0.000215925,6.19584e-05,2.81096e-06,-2.95407e-11,-3.81713e-08,-2.24387e-11,0.192546,0.000279194,2.16931e-06,1.5055e-05,8.6028e-11,2.23404e-07,1.16707e-12,0.178129,0.000417775,0.000122026,1.58207e-05,-5.97346e-10,-3.05931e-07,3.55505e-10,0.206722,0.000959068,0.000108053,1.43392e-05,5.53603e-10,1.89927e-07,-1.1e-10,0.187903,1.90371e-05,5.05604e-05,4.08344e-05,1.85512e-09,1.60531e-07,3.39726e-11,0.223135,0.000919021,7.67953e-05,2.99444e-05,1.17422e-09,8.44737e-07,-8.26547e-10,0.172479,0.000302888,7.75262e-05,5.34939e-06,-1.08916e-10,-9.3093e-08,2.21482e-12,0.209248,0.000621341,9.68827e-05,9.55762e-06,1.8323e-10,1.19119e-07,2.25858e-10,0.178861,4.80826e-05,2.89945e-05,2.71338e-05,7.32316e-10,-1.38005e-07,-2.07223e-10,0.184425,3.52972e-05,4.10502e-05,3.41784e-05,1.27749e-09,4.98698e-08,-8.35458e-11,0.185681,0.000132788,7.73492e-06,5.2688e-05,-5.34323e-10,-5.91993e-07,-9.19693e-10,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.202326,0.000179856,9.94045e-05,5.79232e-05,-3.2097e-09,4.47368e-07,3.00265e-09,0.16635,6.1648e-06,2.35305e-06,3.3303e-08,9.28741e-15,-8.25297e-11,8.09967e-16,0.166626,0,0,0,0,0,0,0.169543,0.000170608,4.51666e-05,1.78332e-06,-1.53685e-11,-2.29599e-08,-4.46829e-12,0.196484,0.000393901,5.29328e-05,1.81636e-06,-2.78775e-12,2.70652e-08,1.75905e-11,0.168193,8.94409e-05,2.78807e-05,4.37577e-07,-1.4765e-12,-4.08349e-09,-3.94852e-13,0.19582,0.000209152,0.000100576,2.73316e-05,1.34234e-09,2.39768e-07,-5.01614e-10,0.188082,0.000233783,0.000149952,2.81327e-05,1.81183e-09,2.6806e-07,-2.36742e-10,0.217406,0.000198113,9.55794e-05,5.52955e-05,3.09501e-09,3.47911e-07,2.56528e-09,0.197452,0.000305535,0.000108241,1.5977e-05,2.383e-10,2.0472e-08,6.2021e-10,0.209644,0.00123384,3.39281e-05,1.73658e-05,2.50063e-10,5.04665e-07,3.39339e-10,0.174559,0.000172075,1.52551e-05,1.29712e-05,1.73001e-10,-1.69854e-07,-5.80024e-11,0.185674,7.7688e-05,9.98606e-05,5.12414e-05,3.64946e-09,7.21493e-08,3.42067e-10,0.203741,0.000291114,0.000119689,3.6523e-05,2.36389e-09,6.02433e-07,4.93111e-10,bomb
0.186316,0.000283764,1.68753e-05,6.85248e-05,-2.31736e-09,-1.15385e-06,2.44512e-10,0.212994,0.000377967,0.000109223,7.827e-05,6.84468e-09,1.50757e-06,2.34999e-09,0.216077,0.000236917,0.000101852,0.000292281,3.28095e-08,-3.82822e-06,-3.82971e-08,0.212532,0.000178178,0.000116491,8.71449e-05,8.1454e-09,1.04025e-06,-3.27809e-09,0.200237,0.000142489,0.000174974,0.000120689,1.70315e-08,1.1626e-06,-4.18602e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.187181,0.00010033,0.000113331,7.85583e-05,7.41244e-09,-3.50475e-07,-1.24758e-11,0.190564,8.10308e-05,0.000126151,0.000112807,1.28428e-08,-6.56013e-07,4.01902e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.221119,0.00107629,0.000123215,8.08573e-05,6.79108e-09,2.63671e-06,-4.36088e-09,0.217744,0.000186267,0.00016811,0.000128532,1.86927e-08,1.72898e-06,-2.7473e-09,0.20531,0.00017506,0.000182601,0.00031211,7.41682e-08,-3.86102e-06,7.12748e-09,0.237223,0.00155532,3.56277e-05,4.00892e-05,1.48796e-09,1.45133e-06,-2.85375e-10,0.168246,0.000320814,9.96256e-05,2.6371e-07,-1.34559e-12,-4.71394e-09,1.28278e-13,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.188748,4.64293e-05,9.70071e-07,4.48148e-05,-1.97715e-10,-3.05306e-07,2.19589e-10,0.176569,5.54047e-05,2.2582e-06,1.58373e-05,-9.43483e-11,-1.17866e-07,8.28713e-12,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.201765,0.000873827,4.52421e-05,8.40203e-05,4.70533e-09,2.05242e-06,-2.16668e-09,0.174338,0.000122346,1.537e-05,1.05859e-05,-9.54977e-11,-1.08191e-07,9.5463e-11,0.191729,0.00011329,7.95427e-05,2.95201e-05,1.25771e-09,1.33095e-07,-6.8146e-10,0.188048,4.87908e-05,7.80409e-07,1.10193e-06,6.07501e-13,2.65644e-09,8.21669e-13,0.215599,0.000233219,0.000228335,5.72216e-05,2.57882e-09,-5.91177e-07,-6.01089e-09,0.190642,9.51797e-05,6.43881e-05,2.67594e-05,1.09668e-09,1.74539e-07,1.76263e-10,0.206948,0.000983628,5.72424e-05,1.8119e-05,5.25835e-10,3.36436e-07,2.52983e-10,0.176712,0.000132584,2.19768e-05,2.12363e-05,4.58568e-10,-2.21323e-07,-1.37569e-11,0.185979,2.11426e-05,9.51964e-05,3.16938e-05,1.73476e-09,7.27109e-10,-1.45888e-10,0.201577,0.000389488,0.000119734,1.72923e-05,6.61752e-10,2.17794e-07,-4.25687e-10,bomb
0.178691,0.000302252,3.98364e-05,2.88909e-05,-9.80105e-10,-5.02278e-07,5.98972e-12,0.216528,0.000474879,0.000259072,0.000180486,3.69505e-08,3.75204e-06,1.25632e-08,0.22622,0.000139453,0.000258971,0.000151379,2.94591e-08,-1.77462e-06,5.52388e-09,0.217004,0.000404699,0.000167112,7.50898e-05,7.88673e-09,1.34876e-06,-2.92463e-09,0.208498,0.000347395,0.00024365,0.000140914,2.49012e-08,2.50597e-06,-7.8537e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.187242,0.000117977,7.94184e-05,8.61488e-05,6.94196e-09,-6.98695e-07,1.6082e-09,0.195364,6.10976e-05,0.000137421,0.00013784,1.82787e-08,-1.15851e-08,5.07793e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.212306,0.000443008,0.000241175,0.000139372,2.40904e-08,2.89061e-06,-8.51908e-09,0.201941,2.97851e-05,2.79868e-05,0.00015243,9.77459e-09,-8.22918e-07,-1.89145e-09,0.216027,0.000170985,0.000339533,0.000316827,1.03863e-07,2.66001e-06,3.2602e-09,0.226974,0.000619003,0.000266868,0.000216705,5.16664e-08,5.2287e-06,6.81237e-09,0.178448,0.000381893,5.59454e-05,2.82336e-05,-1.12202e-09,-5.51741e-07,-1.34447e-11,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.172465,8.42946e-05,1.11072e-05,6.86033e-06,-5.98719e-11,-6.29812e-08,1.26943e-12,0.196238,1.63767e-05,1.56353e-05,4.42959e-05,-8.07932e-12,-9.19615e-08,-1.1657e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.173551,9.00212e-05,1.15797e-05,8.97654e-06,-9.08629e-11,-8.49347e-08,-1.09391e-11,0.202671,9.36531e-06,2.79479e-05,2.16404e-05,5.07625e-10,-3.04465e-08,-1.59844e-10,0.191065,7.83286e-05,6.36898e-05,3.20091e-05,1.35978e-09,1.54191e-07,-4.89651e-10,0.191114,7.28595e-05,1.03147e-05,1.12844e-05,1.21713e-10,9.5803e-08,-2.74468e-12,0.2033,0.000373536,0.00022509,5.74112e-05,2.89517e-09,9.39348e-11,-5.84908e-09,0.205383,0.00101747,3.02142e-05,1.54473e-06,-3.97097e-12,-4.56294e-08,-9.77765e-12,0.202387,0.000987747,3.67591e-05,2.16416e-05,3.29396e-10,6.48792e-07,5.13897e-10,0.171874,0.000128689,1.00576e-05,5.80557e-06,4.43567e-11,-5.84675e-08,7.05498e-13,0.181594,2.19649e-05,3.42271e-05,3.39886e-05,1.11288e-09,-7.93353e-08,3.2466e-10,0.200529,0.000404976,0.000109546,1.59441e-05,6.6559e-10,2.85796e-07,3.16284e-11,bomb
0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.169794,1.11471e-05,5.63884e-05,2.44776e-06,-2.62971e-11,-8.0443e-09,-1.16379e-11,0.194283,9.89782e-05,1.51189e-05,5.23822e-05,-3.89272e-10,-5.09693e-07,-1.4218e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.176064,2.35685e-05,7.67448e-05,1.79656e-05,-6.25877e-10,-3.97261e-08,2.30855e-10,0.197281,6.68863e-05,1.86964e-05,2.37631e-05,-2.89587e-10,-1.83345e-07,4.0868e-10,0.189514,0.000103522,6.4048e-05,2.00269e-05,6.98299e-10,1.35723e-07,-1.63803e-10,0.183161,4.77833e-05,9.85017e-06,4.15619e-06,2.64151e-11,2.82277e-08,3.06967e-12,0.198676,0.000109905,2.11333e-05,0.000110089,2.81616e-09,-1.08602e-06,4.50175e-09,0.200503,0.000561323,9.49999e-05,1.49397e-06,1.0139e-11,1.22807e-08,1.46279e-11,0.201779,0.000654324,2.63474e-05,9.60318e-06,1.35451e-10,1.22784e-07,7.06173e-11,0.174138,0.000106151,1.80517e-05,1.17519e-05,1.71165e-10,-8.94893e-08,-8.95203e-13,0.177487,6.11632e-05,3.78111e-05,2.17487e-05,6.07113e-10,-7.05682e-08,1.42788e-10,0.201184,0.000538271,9.14504e-05,4.55563e-06,8.73398e-11,7.14361e-08,-3.19075e-11,bomb
0.167296,0.000260796,8.68819e-05,3.17473e-09,-1.52633e-15,-4.9325e-11,6.71084e-16,0.221785,0.00100896,5.72126e-08,3.28221e-06,-5.25112e-13,6.25035e-08,1.32183e-12,0.275107,0.000855602,0.00119228,0.00173643,2.47563e-06,4.27416e-05,3.37049e-07,0.17876,0.000602634,9.69578e-05,2.92625e-05,-1.5283e-09,-7.16038e-07,3.06251e-10,0.212375,0.000706463,5.52535e-05,3.92203e-05,1.66275e-09,1.04237e-06,-7.54121e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.208406,0.000379684,0.000146922,9.78741e-05,6.75657e-09,1.70764e-06,9.59678e-09,0.183119,0.000208287,5.86846e-05,5.91314e-05,3.47748e-09,-7.27619e-07,-2.01137e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.194177,6.95776e-05,0.000164466,0.000116314,1.5829e-08,3.65078e-07,-2.87116e-09,0.215553,0.00019133,0.000166434,0.000119076,1.65452e-08,1.63442e-06,-2.6952e-09,0.200999,0.000176547,0.000318479,0.000240356,6.63017e-08,-1.59236e-06,5.13615e-09,0.223449,0.000447678,0.0003336,0.000239063,6.70594e-08,4.63999e-06,7.80671e-09,0.192911,0.000172596,6.09729e-07,0.000109136,-2.75442e-10,-1.43267e-06,8.4659e-10,bomb
0.21077,0.000254437,0.00010811,5.51413e-05,4.17859e-09,8.61847e-07,8.15563e-10,0.20503,4.60217e-05,5.87744e-05,0.000180582,1.64572e-08,1.55843e-07,-8.67592e-09,0.223475,0.000118613,0.000142603,0.000351215,5.79611e-08,3.52579e-06,-5.30895e-08,0.169095,0.000335821,0.000101205,8.99953e-07,-6.87002e-12,-1.51287e-08,-5.1546e-12,0.184685,0.000167766,9.29225e-05,6.56715e-05,5.12997e-09,-4.68235e-07,3.64929e-11,0.166626,0,0,0,0,0,0,0.16748,3.14329e-06,7.31413e-07,1.56884e-07,-5.31228e-14,-2.78111e-10,-1.47741e-15,0.209304,0.000742967,0.000210982,0.000112447,9.19993e-09,2.68966e-06,1.46745e-08,0.20487,0.000221916,0.000157205,0.000106632,1.26664e-08,1.56565e-06,5.49228e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.19127,0.000130912,0.000167891,0.000100593,1.2763e-08,2.39758e-07,-2.82908e-09,0.180653,0.00028674,3.02409e-05,3.76858e-05,-1.26651e-09,-6.37774e-07,-1.20441e-10,0.222021,0.000594771,0.000316034,0.000227303,6.07453e-08,4.89319e-06,-4.63555e-09,0.207859,0.000312915,0.000435324,0.000300974,1.08535e-07,8.28263e-07,-9.41876e-09,0.198908,1.27998e-05,3.39741e-05,0.000117317,7.22345e-09,-3.58183e-07,1.63647e-09,bomb
0.17995,7.75318e-05,1.37385e-06,2.8123e-05,-1.52283e-10,-2.4673e-07,-8.58356e-11,0.209777,7.82004e-05,9.39639e-05,0.000189855,2.0864e-08,2.56331e-07,-1.44123e-08,0.200704,0.000789995,0.000355169,5.67849e-05,7.85405e-09,9.15676e-07,1.82945e-09,0.176562,9.93271e-05,6.33602e-06,1.76081e-05,-1.85834e-10,-1.7546e-07,-7.47901e-12,0.202567,0.00018026,0.000142269,9.74093e-05,1.0574e-08,1.2661e-06,-4.437e-09,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.19628,0.000181577,0.000145224,7.94996e-05,7.17369e-09,1.03448e-06,4.63747e-09,0.192748,0.000127516,0.000193854,0.000109761,1.59924e-08,2.33148e-07,7.64672e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.199307,0.000210384,0.000196193,9.66446e-05,1.31884e-08,1.07588e-06,-1.77908e-09,0.196307,1.78933e-06,3.47043e-05,8.00361e-05,4.20377e-09,-2.99893e-08,3.47801e-10,0.193951,7.21633e-05,0.00012049,8.84004e-05,9.09045e-09,3.73351e-07,-7.74978e-10,0.19087,4.43815e-05,8.54077e-05,6.84783e-05,5.0534e-09,3.05224e-07,1.37431e-09,0.184486,5.09321e-05,4.08795e-07,4.31744e-05,1.72311e-10,-3.07514e-07,-5.66398e-11,bomb
0.166626,0,0,0,0,0,0,0.175578,3.12965e-06,6.81802e-06,1.38415e-05,-5.95218e-11,1.14803e-08,1.20572e-10,0.169612,0.000148938,4.04262e-05,1.58864e-06,-9.15874e-12,-1.73392e-08,8.84322e-12,0.166626,0,0,0,0,0,0,0.176109,2.19855e-05,1.28286e-07,1.22173e-05,6.91447e-12,-5.71101e-08,-1.36429e-11,0.201254,0.000100254,1.10346e-05,1.00108e-05,1.0509e-10,-5.80213e-08,5.15662e-12,0.184593,4.21668e-05,1.52681e-05,8.19831e-06,9.15332e-11,5.18257e-08,-5.9007e-12,0.169019,6.46155e-05,1.29566e-05,1.27828e-06,-4.50611e-12,-9.81332e-09,-2.59955e-12,0.184645,7.7983e-05,3.88905e-05,5.58155e-05,2.4075e-09,-3.01051e-07,9.83078e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.187666,7.87461e-05,4.6686e-05,5.35985e-05,2.50603e-09,1.23212e-07,-9.5311e-10,0.192279,0.000135396,3.81722e-05,1.09941e-05,2.22333e-10,1.17808e-07,3.59749e-11,0.177849,2.63033e-05,3.26095e-05,1.84004e-05,4.44889e-10,-1.79249e-08,-7.23032e-11,0.176097,4.96147e-05,2.33795e-05,1.71093e-05,3.22769e-10,-4.63079e-08,1.13639e-10,0.191386,6.74806e-05,3.40338e-05,1.83038e-05,4.23249e-10,1.30976e-07,-1.71944e-10,bomb
0.166626,0,0,0,0,0,0,0.167751,1.16955e-07,2.2491e-05,5.09633e-07,-1.71681e-12,1.64352e-10,1.72019e-13,0.179005,8.05433e-05,4.29219e-06,1.8033e-05,-1.30187e-10,-1.60387e-07,9.06725e-11,0.166626,0,0,0,0,0,0,0.176026,1.75982e-05,2.005e-07,1.13902e-05,3.82201e-13,-4.75244e-08,-1.72086e-11,0.18833,6.28926e-05,5.62339e-06,6.47711e-06,-2.13955e-11,-4.98914e-08,3.27154e-11,0.18775,8.38744e-05,8.74264e-06,7.9387e-06,2.46193e-11,5.22594e-08,-6.13841e-11,0.169415,7.01586e-05,1.31751e-05,1.74666e-06,-7.73267e-12,-1.42886e-08,-3.22676e-12,0.183833,0.000146139,9.43971e-05,4.70958e-05,3.11051e-09,3.93713e-08,4.30539e-10,0.166626,0,0,0,0,0,0,0.166626,0,0,0,0,0,0,0.186082,4.83593e-05,3.40638e-05,4.91325e-05,1.89767e-09,8.1213e-08,-6.62597e-10,0.193213,0.000345045,2.41623e-05,4.10254e-07,1.63606e-13,-6.03365e-09,-1.28126e-12,0.172584,6.87691e-05,9.16827e-06,7.56068e-06,6.14041e-11,-4.4174e-08,-1.38579e-11,0.178426,1.81573e-05,3.53216e-05,1.94036e-05,4.76681e-10,1.70013e-08,1.75544e-10,0.187793,2.35593e-05,2.58592e-05,2.17678e-05,5.14753e-10,9.5568e-08,-4.18214e-11,bomb
