@relation image_classification
@attribute hog_0 real
@attribute hog_1 real
@attribute hog_2 real
@attribute hog_3 real
@attribute hog_4 real
@attribute hog_5 real
@attribute hog_6 real
@attribute hog_7 real
@attribute hog_8 real
@attribute hog_9 real
@attribute hog_10 real
@attribute hog_11 real
@attribute hog_12 real
@attribute hog_13 real
@attribute hog_14 real
@attribute hog_15 real
@attribute hog_16 real
@attribute hog_17 real
@attribute hog_18 real
@attribute hog_19 real
@attribute hog_20 real
@attribute hog_21 real
@attribute hog_22 real
@attribute hog_23 real
@attribute hog_24 real
@attribute hog_25 real
@attribute hog_26 real
@attribute hog_27 real
@attribute hog_28 real
@attribute hog_29 real
@attribute hog_30 real
@attribute hog_31 real
@attribute hog_32 real
@attribute hog_33 real
@attribute hog_34 real
@attribute hog_35 real
@attribute class {accident,bomb,car,casualty,injury}
@data
0.257138,0.226578,0.182571,0.0223352,0.0625083,0.058868,0.257138,0.211381,0.257138,0.257138,0.122527,0.11202,0.036723,0.207022,0.0222368,0.0761871,0.0839687,0.257138,0.120473,0.0155998,0.0148054,0.00590223,0.115077,0.162766,0.257138,0.257138,0.158271,0.21007,0.0371045,0.0545219,0.0378786,0.253585,0.0580663,0.189062,0.145857,0.240511,accident
0.253932,0.116724,0.12853,0.0235594,0.187661,0.114011,0.187115,0.100262,0.253932,0.253932,0.0735196,0.113394,0.0721328,0.253932,0.0407283,0.120245,0.0924213,0.253932,0.159764,0.0120842,0.01006,0.00337029,0.253932,0.20338,0.253932,0.187438,0.195225,0.211249,0.0688015,0.140561,0.122824,0.253932,0.0217312,0.112406,0.0855656,0.253932,accident
0.260279,0.2058,0.235912,0.0264128,0.0683551,0.0436833,0.211545,0.101683,0.260279,0.260279,0.0951741,0.1315,0.0630587,0.260279,0.0592388,0.120442,0.062971,0.260279,0.164917,0.0252013,0.0282049,0.00426325,0.0482187,0.066084,0.260279,0.260279,0.254938,0.141467,0.0293021,0.0663847,0.0535473,0.260279,0.029539,0.200912,0.140556,0.230823,accident
0.25526,0.25526,0.25526,0.0538788,0.0658304,0.031025,0.0485339,0.0324493,0.25526,0.25526,0.144783,0.183501,0.0568626,0.25526,0.0178272,0.0301711,0.0277127,0.23783,0.25526,0.0885719,0.105011,0.0221056,0.113185,0.100437,0.25526,0.154818,0.25526,0.25526,0.0585199,0.0955887,0.0553681,0.25526,0.0196264,0.0523708,0.0503572,0.25526,accident
0.248218,0.248218,0.248218,0.0392083,0.132716,0.0872965,0.185158,0.10566,0.248218,0.248218,0.118342,0.119727,0.0249998,0.248218,0.0570338,0.0800268,0.0544921,0.248218,0.206665,0.0794913,0.0788424,0.0141883,0.218804,0.187218,0.248218,0.218097,0.166547,0.195312,0.0506751,0.0551746,0.028204,0.248218,0.059526,0.144383,0.0979242,0.192324,accident
0.257229,0.257229,0.257229,0.177027,0.101813,0.0120499,0.0228171,0.0164696,0.234895,0.257229,0.13718,0.195142,0.0851528,0.158771,0.0188109,0.0272502,0.0210759,0.239287,0.257229,0.118596,0.227456,0.108855,0.18625,0.0476288,0.0961632,0.0657342,0.257229,0.257229,0.0579172,0.109554,0.075578,0.257229,0.031651,0.0556003,0.0511687,0.257229,accident
0.263429,0.173526,0.263429,0.167086,0.0715559,0.0242542,0.0369116,0.0268093,0.263429,0.263429,0.0907328,0.190523,0.139265,0.263429,0.0811233,0.110656,0.0551705,0.263429,0.263429,0.0424102,0.0964071,0.055072,0.0721415,0.0382806,0.0640049,0.0437367,0.263429,0.263429,0.0389796,0.120483,0.107282,0.263429,0.0876501,0.124488,0.0698517,0.263429,accident
0.256431,0.256431,0.256431,0.154505,0.069236,0.0203075,0.0564433,0.0338707,0.221652,0.256431,0.153378,0.256431,0.106014,0.256431,0.0460078,0.079403,0.0412105,0.256431,0.256431,0.0690727,0.166705,0.0565541,0.059125,0.0324312,0.0985018,0.0799228,0.256431,0.256431,0.0352805,0.0865732,0.0503604,0.256431,0.0379905,0.0877996,0.0640581,0.256431,accident
0.266858,0.243799,0.266858,0.150643,0.0777052,0.0103619,0.0185044,0.0181452,0.263447,0.266858,0.137403,0.234959,0.120104,0.241701,0.0213965,0.032238,0.0252913,0.18352,0.266858,0.0722911,0.111045,0.0541641,0.0839779,0.0601667,0.139558,0.113238,0.266858,0.266858,0.0632593,0.115387,0.0797894,0.23951,0.0384934,0.0822427,0.0706309,0.266858,accident
0.270898,0.151139,0.229208,0.107168,0.0840554,0.0387647,0.0821114,0.0566462,0.270898,0.270898,0.0932694,0.157475,0.107852,0.270898,0.0590527,0.0816204,0.0482388,0.270898,0.270898,0.0218799,0.0420172,0.0228967,0.0740404,0.0943133,0.194914,0.138568,0.270898,0.270898,0.0289651,0.0465528,0.0406864,0.270898,0.072367,0.105651,0.0710335,0.270898,accident
0.259455,0.123224,0.132882,0.144161,0.0835888,0.0541499,0.0503391,0.0481191,0.259455,0.259455,0.123744,0.130412,0.146155,0.259455,0.109037,0.0859165,0.0871809,0.259455,0.259455,0.0463274,0.0511022,0.0539339,0.0945138,0.135281,0.121592,0.118372,0.259455,0.259455,0.0591314,0.0628676,0.0732288,0.259455,0.200868,0.172323,0.169539,0.259455,accident
0.261194,0.109844,0.115839,0.15967,0.219839,0.155437,0.117413,0.104978,0.261194,0.261194,0.12787,0.143984,0.197722,0.261194,0.09913,0.0711186,0.0666853,0.261194,0.115398,0.0219124,0.0249823,0.0328377,0.183194,0.261194,0.219361,0.186708,0.197976,0.0993663,0.0988943,0.115454,0.155348,0.261194,0.124134,0.0992438,0.0846028,0.12363,accident
0.234325,0.23278,0.234325,0.234325,0.121897,0.0242535,0.017729,0.0183229,0.21967,0.234325,0.139491,0.146478,0.1768,0.234325,0.0705523,0.0538395,0.0527039,0.234325,0.234325,0.11898,0.125832,0.145412,0.174084,0.133455,0.112752,0.106851,0.234325,0.234325,0.134408,0.145725,0.170845,0.234325,0.0629928,0.0493147,0.0466061,0.216263,accident
0.246466,0.199321,0.217641,0.246466,0.157124,0.038623,0.0324319,0.0278954,0.246466,0.246466,0.118234,0.127902,0.157143,0.246466,0.0601374,0.0509283,0.0415997,0.241991,0.246466,0.0668462,0.0794116,0.0907129,0.16999,0.194416,0.158099,0.145231,0.246466,0.238564,0.0595552,0.0680301,0.0833207,0.246466,0.0692786,0.0565674,0.0487294,0.246466,accident
0.252068,0.164418,0.1723,0.163596,0.206284,0.0193319,0.0173125,0.0182981,0.252068,0.252068,0.164781,0.155606,0.174005,0.252068,0.0292696,0.0240987,0.0271597,0.221265,0.252068,0.0995491,0.105856,0.0977707,0.231029,0.0652427,0.0590197,0.0647772,0.239966,0.22527,0.217187,0.199988,0.21199,0.252068,0.0133246,0.0126797,0.0124481,0.139701,accident
0.255266,0.255266,0.255266,0.0905598,0.10231,0.0126183,0.0128333,0.00788029,0.255266,0.255266,0.154309,0.243977,0.11795,0.255266,0.0224701,0.0358123,0.0247316,0.255266,0.248969,0.125234,0.186423,0.0522848,0.155324,0.0538445,0.167467,0.0848454,0.21652,0.218216,0.0756217,0.162761,0.112086,0.255266,0.00946513,0.0289494,0.0254774,0.197962,accident
0.250907,0.196621,0.250907,0.134302,0.095587,0.0563382,0.114643,0.0319538,0.250907,0.250907,0.103019,0.179634,0.116182,0.250907,0.0320858,0.0445972,0.030132,0.250907,0.213896,0.0542936,0.0831382,0.0448498,0.150167,0.224203,0.250907,0.102386,0.212264,0.20047,0.074572,0.236806,0.162978,0.250907,0.0280499,0.0534639,0.0344211,0.176584,accident
0.252968,0.113383,0.12127,0.015861,0.117097,0.0835643,0.161673,0.0903521,0.252968,0.252968,0.125858,0.220064,0.0970329,0.252968,0.0335999,0.111247,0.0749698,0.252968,0.1699,0.0150966,0.0231402,0.00769317,0.171899,0.171896,0.252968,0.220112,0.216931,0.188504,0.114851,0.247798,0.139059,0.252968,0.0233724,0.105253,0.0736825,0.207578,accident
0.262751,0.144332,0.207364,0.058426,0.117068,0.0866892,0.261331,0.133075,0.262751,0.262751,0.0811519,0.149599,0.101379,0.262751,0.0277533,0.0713486,0.0526353,0.262751,0.148437,0.00535274,0.012004,0.00614404,0.191989,0.195401,0.262751,0.190083,0.215107,0.177419,0.039657,0.113729,0.105884,0.262751,0.0258538,0.0718952,0.052155,0.215231,accident
0.260357,0.215612,0.224141,0.0411749,0.119466,0.0756758,0.226006,0.119164,0.260357,0.260357,0.103706,0.160599,0.102721,0.260357,0.032334,0.0985882,0.0709535,0.260357,0.134378,0.0145072,0.0110662,0.00433319,0.224506,0.201204,0.260357,0.192751,0.179477,0.119474,0.0599853,0.158072,0.129624,0.260357,0.0238975,0.0948217,0.0596266,0.15767,accident
0.271177,0.248611,0.271177,0.0993327,0.0737747,0.00798547,0.0254314,0.0227666,0.271177,0.271177,0.0936718,0.112674,0.0413854,0.271177,0.0301747,0.0560248,0.0336513,0.259095,0.271177,0.0983335,0.141975,0.0443347,0.0818386,0.0525902,0.185698,0.127499,0.271177,0.234711,0.0415923,0.0508907,0.0350966,0.271177,0.0424016,0.090295,0.0610652,0.262369,accident
0.263346,0.222538,0.263346,0.20438,0.127853,0.00551472,0.00828802,0.00822513,0.263346,0.263346,0.125884,0.205134,0.160836,0.263346,0.0359845,0.0492776,0.0253727,0.263346,0.263346,0.0933849,0.164902,0.0979036,0.136229,0.0344317,0.0537024,0.0401029,0.252956,0.204036,0.0666663,0.135761,0.117112,0.263346,0.0116565,0.020487,0.0167102,0.18388,accident
0.259642,0.198826,0.259642,0.205111,0.178528,0.02547,0.0330903,0.0201392,0.259642,0.259642,0.135685,0.190679,0.178395,0.259642,0.02172,0.027574,0.0161263,0.232195,0.250807,0.0680981,0.0958124,0.0761645,0.146264,0.0649643,0.0901856,0.0560974,0.228894,0.222088,0.130654,0.188696,0.182149,0.259642,0.0109495,0.0111661,0.00571061,0.167425,accident
0.284308,0.138406,0.19112,0.151499,0.179254,0.0233588,0.0370486,0.0203363,0.284308,0.284308,0.0823848,0.112033,0.107033,0.284308,0.028337,0.0265224,0.0213343,0.284308,0.256047,0.0560466,0.0796352,0.0652366,0.184046,0.041787,0.0510758,0.0298407,0.216963,0.284308,0.125205,0.178849,0.144081,0.284308,0.00683322,0.0038043,0.00558435,0.226899,accident
0.260767,0.251231,0.260767,0.223725,0.0996041,0.00753332,0.00914084,0.00750896,0.206864,0.260767,0.185102,0.230339,0.194359,0.260767,0.0174718,0.0182345,0.0150558,0.177415,0.260767,0.125758,0.150247,0.118202,0.111699,0.0544565,0.0794637,0.0605486,0.224208,0.182924,0.145043,0.188833,0.181898,0.260767,0.0113737,0.0126928,0.0119373,0.118967,accident
0.251531,0.0515122,0.0584856,0.038659,0.151419,0.160882,0.251531,0.220877,0.251531,0.251531,0.0640149,0.0713961,0.0625835,0.251531,0.0868569,0.112188,0.0991422,0.251531,0.114833,0.00142234,0.0015085,0.00115083,0.128311,0.221748,0.251531,0.251531,0.210912,0.128397,0.041297,0.0448219,0.0478978,0.251531,0.124411,0.204628,0.169539,0.218943,accident
0.0142919,0.0109778,0.0478886,0.0514801,0.227592,0.0144944,0.0142049,0.00498978,0.014798,0.033694,0.0438158,0.203873,0.216911,0.334885,0.0638583,0.06218,0.0158164,0.0303281,0.160215,0.0750533,0.215649,0.218667,0.334885,0.208301,0.196356,0.0736808,0.162753,0.14307,0.0697863,0.19623,0.217942,0.334885,0.255978,0.239898,0.0809979,0.145735,bomb
0.0259628,0.0175745,0.0309746,0.0362271,0.187744,0.0129277,0.0132785,0.00585936,0.019564,0.0477318,0.0766551,0.143833,0.17209,0.353248,0.0614579,0.0599741,0.026932,0.031683,0.181988,0.131067,0.245819,0.260758,0.353248,0.143969,0.129089,0.0631597,0.131416,0.144449,0.127994,0.247034,0.267293,0.353248,0.208491,0.192484,0.0997441,0.133182,bomb
0.0105554,0.0130152,0.0458971,0.052106,0.258588,0.0214563,0.018999,0.00641758,0.00991026,0.0327897,0.0467787,0.173939,0.197563,0.371114,0.0527125,0.0462997,0.0158781,0.0303339,0.0519242,0.0580395,0.209382,0.229831,0.371114,0.193462,0.170701,0.0549059,0.0579285,0.102537,0.0696266,0.238239,0.259742,0.371114,0.235965,0.213689,0.0689973,0.100929,bomb
0.0292174,0.043368,0.0880355,0.100721,0.316772,0.0262343,0.0224626,0.0128614,0.0239183,0.0532166,0.0886991,0.182512,0.213995,0.316772,0.0528076,0.0459153,0.0232516,0.0411547,0.119078,0.126398,0.253594,0.269722,0.316772,0.180735,0.155452,0.0845997,0.104268,0.166651,0.112073,0.201167,0.227798,0.316772,0.194392,0.172284,0.0996718,0.154237,bomb
0.0290067,0.0163215,0.0438917,0.0545074,0.26886,0.0505121,0.041173,0.0172301,0.0313346,0.0504579,0.047666,0.168337,0.199989,0.329561,0.118163,0.0965023,0.0424328,0.0638482,0.0979865,0.0674452,0.180873,0.211834,0.329561,0.236218,0.193993,0.0676078,0.0933307,0.109453,0.0697027,0.206642,0.241592,0.329561,0.292519,0.237269,0.0990408,0.129325,bomb
0.0207467,0.0221893,0.0543138,0.0603223,0.33589,0.0374225,0.0334453,0.0152697,0.0197047,0.0576794,0.0572612,0.145064,0.154385,0.33589,0.117054,0.110517,0.04387,0.0535388,0.17823,0.0860383,0.168938,0.168113,0.33589,0.208371,0.207848,0.0920093,0.157763,0.120324,0.0776831,0.181778,0.185697,0.33589,0.246155,0.244656,0.102334,0.13269,bomb
0.0324985,0.0282856,0.0777894,0.0915703,0.29303,0.03132,0.0280991,0.0117286,0.0222595,0.0532592,0.046436,0.160473,0.187514,0.313046,0.0901656,0.0797442,0.0326954,0.0517814,0.138152,0.11229,0.279338,0.311365,0.313046,0.171302,0.151977,0.0565023,0.0976103,0.135801,0.0794159,0.21936,0.246241,0.313046,0.21815,0.193353,0.076612,0.134125,bomb
0.253423,0.253423,0.245332,0.156995,0.253423,0.0247891,0.02358,0.0308569,0.130138,0.142587,0.050519,0.0423369,0.0306882,0.253423,0.0696131,0.112062,0.131161,0.188271,0.146905,0.0666008,0.0538041,0.0406396,0.253423,0.137247,0.167705,0.21056,0.225136,0.253423,0.253423,0.253423,0.190893,0.253423,0.00467824,0.00922107,0.0097796,0.103462,bomb
0.0202557,0.0205141,0.0514684,0.0565509,0.201778,0.022123,0.0201975,0.00885571,0.0168473,0.0416612,0.0453933,0.158727,0.171343,0.347424,0.068565,0.0622136,0.0230084,0.0369919,0.127217,0.123431,0.293937,0.308021,0.347424,0.146849,0.136397,0.0490934,0.0891991,0.0807565,0.0732811,0.228184,0.242629,0.347424,0.243859,0.23507,0.0828389,0.0964443,bomb
0.0846732,0.101586,0.133969,0.174402,0.332065,0.128566,0.10272,0.0770107,0.0873371,0.0874787,0.0519604,0.066148,0.0876131,0.332065,0.107867,0.0866407,0.0660416,0.096887,0.10494,0.0967845,0.125415,0.166042,0.332065,0.25759,0.20375,0.155954,0.143875,0.154757,0.0706339,0.0919843,0.114406,0.332065,0.206795,0.16933,0.131002,0.19538,bomb
0.0933028,0.0603603,0.128317,0.155305,0.278586,0.0704512,0.0562249,0.0334936,0.092181,0.116998,0.0851537,0.172594,0.212032,0.323565,0.176332,0.144869,0.0608244,0.0970355,0.186936,0.0683328,0.151827,0.185905,0.323565,0.176371,0.139063,0.0855595,0.23427,0.0921703,0.0640006,0.13696,0.166126,0.323565,0.23448,0.187523,0.0780626,0.091946,bomb
0.0716525,0.0396926,0.0782287,0.0892517,0.312983,0.100868,0.0845486,0.0512689,0.0855101,0.0724993,0.0334378,0.0682321,0.077273,0.312983,0.170403,0.144904,0.0805763,0.0981826,0.107166,0.0716721,0.142164,0.165298,0.312983,0.241463,0.210585,0.112697,0.133394,0.136147,0.0451378,0.0793857,0.0912982,0.312983,0.312983,0.282855,0.161052,0.193384,bomb
0.0926725,0.0811945,0.150613,0.168298,0.32116,0.0708485,0.0650147,0.0367998,0.0737008,0.108377,0.0996958,0.193048,0.217588,0.32116,0.0726384,0.0656555,0.0366971,0.0913084,0.116711,0.112997,0.217146,0.244758,0.32116,0.198818,0.182687,0.0890159,0.0960404,0.152393,0.0961522,0.173494,0.195403,0.32116,0.136765,0.126995,0.0586565,0.117916,bomb
0.252938,0.232115,0.185797,0.146849,0.252938,0.00754819,0.00905568,0.00968088,0.144545,0.167912,0.0403348,0.035694,0.0314716,0.252938,0.0658236,0.0983137,0.115152,0.221374,0.252938,0.105925,0.0917664,0.0522756,0.252938,0.0833553,0.107924,0.124564,0.252938,0.252938,0.252938,0.252938,0.218537,0.252938,0.00201658,0.00371056,0.00386324,0.118232,bomb
0.131742,0.0426214,0.0677077,0.0745157,0.322937,0.035852,0.0339458,0.0232217,0.120528,0.173212,0.0677534,0.105472,0.122025,0.322937,0.0954646,0.0857679,0.0527646,0.164316,0.205089,0.0715801,0.114737,0.127365,0.322937,0.150118,0.140136,0.0892042,0.210998,0.259088,0.0719332,0.100871,0.118449,0.322937,0.211318,0.188533,0.111404,0.256139,bomb
0.247994,0.247994,0.228537,0.157502,0.247994,0.0176409,0.0254486,0.0290379,0.176307,0.134425,0.0359166,0.0295904,0.022395,0.247994,0.106391,0.133967,0.162187,0.215194,0.247994,0.102534,0.0951155,0.0569356,0.247994,0.0853944,0.122958,0.141077,0.247994,0.247994,0.247994,0.224284,0.13945,0.247994,0.00830281,0.00806463,0.0102938,0.121942,bomb
0.0172851,0.0225354,0.0703382,0.0670271,0.310673,0.0187339,0.0195137,0.00799114,0.0140781,0.0261148,0.0537663,0.181843,0.175399,0.349741,0.0497604,0.0519817,0.0187128,0.0235055,0.099889,0.0954996,0.280836,0.22779,0.349741,0.186794,0.197313,0.0644871,0.0772517,0.0617745,0.0755833,0.245031,0.211774,0.349741,0.209335,0.216854,0.0713427,0.0643864,bomb
0.0198341,0.0226286,0.075554,0.0802164,0.376956,0.0253733,0.0221086,0.00672728,0.0168375,0.0305025,0.0407112,0.156867,0.161311,0.376956,0.0668399,0.0629334,0.0158511,0.0274172,0.114317,0.0895326,0.252242,0.241909,0.376956,0.156333,0.153605,0.0475767,0.0926732,0.04771,0.0519144,0.205367,0.20371,0.376956,0.166262,0.164658,0.0462412,0.0551224,bomb
0.253982,0.253982,0.253982,0.208738,0.253982,0.013732,0.0119202,0.0173289,0.118127,0.141486,0.0553257,0.048386,0.0290375,0.253982,0.0703269,0.106037,0.128958,0.169243,0.193485,0.0695563,0.0552331,0.0581893,0.253982,0.131229,0.227792,0.253982,0.253982,0.213754,0.208761,0.167962,0.131538,0.253982,0.0106978,0.0263814,0.0280216,0.129665,bomb
0.263212,0.150021,0.132058,0.0881715,0.26401,0.0555368,0.0804239,0.0863731,0.220861,0.0980686,0.00735946,0.00661209,0.00508058,0.26401,0.119499,0.186337,0.217372,0.211485,0.26401,0.0778026,0.0695712,0.0585822,0.26401,0.155161,0.216254,0.257818,0.26401,0.173793,0.160107,0.136653,0.0689621,0.26401,0.0172271,0.0310045,0.0355561,0.110528,bomb
0.22571,0.212107,0.221999,0.208315,0.22571,0.0438868,0.0355128,0.0361554,0.182637,0.162135,0.0282111,0.0261579,0.02956,0.22571,0.159226,0.150295,0.148737,0.220072,0.168131,0.0302558,0.0302194,0.0328465,0.22571,0.22571,0.22571,0.220266,0.22571,0.22571,0.18722,0.190204,0.188652,0.22571,0.0271702,0.0228901,0.0242278,0.168001,bomb
0.159965,0.104958,0.28223,0.28223,0.28223,0.150243,0.176744,0.0803678,0.170537,0.0793998,0.0447141,0.145851,0.125672,0.28223,0.109957,0.128345,0.0397897,0.0803423,0.0973856,0.0415446,0.124528,0.111602,0.28223,0.278048,0.28223,0.0907445,0.117899,0.0614633,0.0374726,0.110698,0.0912725,0.28223,0.161196,0.188054,0.0485045,0.0599092,bomb
0.11058,0.0805669,0.281884,0.221833,0.308943,0.19651,0.207391,0.0619929,0.0898208,0.0770678,0.0379043,0.100965,0.0836335,0.308943,0.0877383,0.0972842,0.0250546,0.0613042,0.0718254,0.0397845,0.119886,0.0935175,0.308943,0.308943,0.308943,0.0998556,0.0861695,0.0619984,0.0371992,0.0985527,0.0828219,0.308943,0.166088,0.188986,0.0460188,0.0522041,bomb
0.127459,0.0855946,0.285908,0.25274,0.285908,0.17062,0.194597,0.0527449,0.102432,0.081419,0.0490247,0.166765,0.141322,0.285908,0.0757971,0.0830678,0.0213933,0.0612098,0.109251,0.0524074,0.138884,0.11971,0.285908,0.285908,0.285908,0.0862155,0.103897,0.0605778,0.0292559,0.0987535,0.0874995,0.285908,0.197153,0.224069,0.048624,0.0605713,bomb
0.119654,0.0925292,0.303558,0.240984,0.323855,0.159914,0.176636,0.0564849,0.0995599,0.0618686,0.0422356,0.143694,0.125268,0.323855,0.12269,0.13688,0.0375253,0.0594044,0.093661,0.0602759,0.177732,0.134825,0.323855,0.207222,0.230448,0.0622456,0.0875724,0.0529487,0.0331275,0.111863,0.0900921,0.323855,0.155029,0.174231,0.0446131,0.0539539,bomb
0.155236,0.109967,0.188718,0.295017,0.300918,0.195783,0.124888,0.0749151,0.146395,0.15142,0.0691787,0.109635,0.175879,0.300918,0.179645,0.114943,0.0684545,0.143509,0.101015,0.0767629,0.12752,0.199251,0.300918,0.207815,0.136442,0.0760887,0.0954835,0.073967,0.0332068,0.06279,0.0948333,0.300918,0.22129,0.14734,0.0795268,0.0908887,bomb
0.168002,0.0749554,0.14912,0.254526,0.270768,0.15066,0.0836187,0.0534319,0.178871,0.13354,0.0701277,0.144334,0.244505,0.270768,0.110922,0.0624988,0.0353134,0.122588,0.160796,0.0577103,0.106702,0.186666,0.270768,0.270768,0.157823,0.0935529,0.191083,0.115975,0.031863,0.0624441,0.110119,0.270768,0.270768,0.158654,0.093432,0.16176,bomb
0.267574,0.0928658,0.152985,0.247449,0.278161,0.164477,0.0912676,0.0693174,0.272532,0.152867,0.0894906,0.151282,0.245432,0.278161,0.146637,0.0878471,0.053337,0.140095,0.11504,0.0387324,0.0693578,0.108207,0.278161,0.223269,0.140198,0.0817473,0.136043,0.109642,0.0401277,0.0707489,0.111777,0.278161,0.214119,0.137565,0.0756029,0.121044,bomb
0.100401,0.0627907,0.156451,0.258115,0.335873,0.22595,0.130265,0.0685467,0.123352,0.0931375,0.0510357,0.115584,0.197844,0.335873,0.215331,0.125716,0.0615517,0.10404,0.0599976,0.0377259,0.0945438,0.160484,0.335873,0.176985,0.103086,0.0457597,0.0660285,0.055899,0.024056,0.0547611,0.0986669,0.335873,0.268526,0.155929,0.0705262,0.0763033,bomb
0.104578,0.0834068,0.158142,0.255823,0.323329,0.209,0.131922,0.0625888,0.0919387,0.106137,0.048674,0.0758699,0.133338,0.323329,0.21041,0.133579,0.0622657,0.0975817,0.0723527,0.0530084,0.11153,0.178025,0.323329,0.24046,0.149828,0.0735743,0.0848841,0.0618898,0.0179573,0.035987,0.0628407,0.323329,0.286623,0.179081,0.0864844,0.0891727,bomb
