@relation image_classification
@attribute hog_0 real
@attribute hog_1 real
@attribute hog_2 real
@attribute hog_3 real
@attribute hog_4 real
@attribute hog_5 real
@attribute hog_6 real
@attribute hog_7 real
@attribute hog_8 real
@attribute hog_9 real
@attribute hog_10 real
@attribute hog_11 real
@attribute hog_12 real
@attribute hog_13 real
@attribute hog_14 real
@attribute hog_15 real
@attribute hog_16 real
@attribute hog_17 real
@attribute hog_18 real
@attribute hog_19 real
@attribute hog_20 real
@attribute hog_21 real
@attribute hog_22 real
@attribute hog_23 real
@attribute hog_24 real
@attribute hog_25 real
@attribute hog_26 real
@attribute hog_27 real
@attribute hog_28 real
@attribute hog_29 real
@attribute hog_30 real
@attribute hog_31 real
@attribute hog_32 real
@attribute hog_33 real
@attribute hog_34 real
@attribute hog_35 real
@attribute class {accident,bomb,car}
@data
0.257138,0.226578,0.182571,0.0223352,0.0625083,0.058868,0.257138,0.211381,0.257138,0.257138,0.122527,0.11202,0.036723,0.207022,0.0222368,0.0761871,0.0839687,0.257138,0.120473,0.0155998,0.0148054,0.00590223,0.115077,0.162766,0.257138,0.257138,0.158271,0.21007,0.0371045,0.0545219,0.0378786,0.253585,0.0580663,0.189062,0.145857,0.240511,accident
0.253932,0.116724,0.12853,0.0235594,0.187661,0.114011,0.187115,0.100262,0.253932,0.253932,0.0735196,0.113394,0.0721328,0.253932,0.0407283,0.120245,0.0924213,0.253932,0.159764,0.0120842,0.01006,0.00337029,0.253932,0.20338,0.253932,0.187438,0.195225,0.211249,0.0688015,0.140561,0.122824,0.253932,0.0217312,0.112406,0.0855656,0.253932,accident
0.260279,0.2058,0.235912,0.0264128,0.0683551,0.0436833,0.211545,0.101683,0.260279,0.260279,0.0951741,0.1315,0.0630587,0.260279,0.0592388,0.120442,0.062971,0.260279,0.164917,0.0252013,0.0282049,0.00426325,0.0482187,0.066084,0.260279,0.260279,0.254938,0.141467,0.0293021,0.0663847,0.0535473,0.260279,0.029539,0.200912,0.140556,0.230823,accident
0.25526,0.25526,0.25526,0.0538788,0.0658304,0.031025,0.0485339,0.0324493,0.25526,0.25526,0.144783,0.183501,0.0568626,0.25526,0.0178272,0.0301711,0.0277127,0.23783,0.25526,0.0885719,0.105011,0.0221056,0.113185,0.100437,0.25526,0.154818,0.25526,0.25526,0.0585199,0.0955887,0.0553681,0.25526,0.0196264,0.0523708,0.0503572,0.25526,accident
0.248218,0.248218,0.248218,0.0392083,0.132716,0.0872965,0.185158,0.10566,0.248218,0.248218,0.118342,0.119727,0.0249998,0.248218,0.0570338,0.0800268,0.0544921,0.248218,0.206665,0.0794913,0.0788424,0.0141883,0.218804,0.187218,0.248218,0.218097,0.166547,0.195312,0.0506751,0.0551746,0.028204,0.248218,0.059526,0.144383,0.0979242,0.192324,accident
0.257229,0.257229,0.257229,0.177027,0.101813,0.0120499,0.0228171,0.0164696,0.234895,0.257229,0.13718,0.195142,0.0851528,0.158771,0.0188109,0.0272502,0.0210759,0.239287,0.257229,0.118596,0.227456,0.108855,0.18625,0.0476288,0.0961632,0.0657342,0.257229,0.257229,0.0579172,0.109554,0.075578,0.257229,0.031651,0.0556003,0.0511687,0.257229,accident
0.263429,0.173526,0.263429,0.167086,0.0715559,0.0242542,0.0369116,0.0268093,0.263429,0.263429,0.0907328,0.190523,0.139265,0.263429,0.0811233,0.110656,0.0551705,0.263429,0.263429,0.0424102,0.0964071,0.0550721,0.0721415,0.0382806,0.0640049,0.0437367,0.263429,0.263429,0.0389796,0.120483,0.107282,0.263429,0.0876501,0.124488,0.0698517,0.263429,accident
0.256431,0.256431,0.256431,0.154505,0.069236,0.0203075,0.0564433,0.0338707,0.221652,0.256431,0.153378,0.256431,0.106014,0.256431,0.0460078,0.079403,0.0412105,0.256431,0.256431,0.0690727,0.166705,0.0565541,0.059125,0.0324312,0.0985018,0.0799228,0.256431,0.256431,0.0352805,0.0865732,0.0503604,0.256431,0.0379905,0.0877996,0.0640581,0.256431,accident
0.266858,0.243799,0.266858,0.150643,0.0777052,0.0103619,0.0185044,0.0181452,0.263447,0.266858,0.137403,0.234959,0.120104,0.241701,0.0213965,0.032238,0.0252913,0.18352,0.266858,0.0722911,0.111045,0.0541641,0.0839779,0.0601667,0.139558,0.113238,0.266858,0.266858,0.0632593,0.115387,0.0797894,0.23951,0.0384934,0.0822427,0.0706309,0.266858,accident
0.270898,0.151139,0.229208,0.107168,0.0840554,0.0387647,0.0821114,0.0566462,0.270898,0.270898,0.0932694,0.157475,0.107852,0.270898,0.0590527,0.0816204,0.0482388,0.270898,0.270898,0.0218799,0.0420172,0.0228967,0.0740404,0.0943133,0.194914,0.138568,0.270898,0.270898,0.0289651,0.0465528,0.0406864,0.270898,0.072367,0.105651,0.0710335,0.270898,accident
0.259455,0.123224,0.132882,0.144161,0.0835888,0.0541499,0.0503391,0.0481191,0.259455,0.259455,0.123744,0.130412,0.146155,0.259455,0.109037,0.0859165,0.0871809,0.259455,0.259455,0.0463274,0.0511022,0.0539339,0.0945138,0.135281,0.121592,0.118372,0.259455,0.259455,0.0591314,0.0628676,0.0732288,0.259455,0.200868,0.172323,0.169539,0.259455,accident
0.261194,0.109844,0.115839,0.15967,0.219839,0.155437,0.117413,0.104978,0.261194,0.261194,0.12787,0.143984,0.197722,0.261194,0.09913,0.0711186,0.0666853,0.261194,0.115398,0.0219124,0.0249823,0.0328377,0.183194,0.261194,0.219361,0.186708,0.197976,0.0993663,0.0988943,0.115454,0.155348,0.261194,0.124134,0.0992438,0.0846028,0.12363,accident
0.234325,0.23278,0.234325,0.234325,0.121897,0.0242535,0.017729,0.0183229,0.21967,0.234325,0.139491,0.146478,0.1768,0.234325,0.0705523,0.0538395,0.0527039,0.234325,0.234325,0.11898,0.125832,0.145412,0.174084,0.133455,0.112752,0.106851,0.234325,0.234325,0.134408,0.145725,0.170845,0.234325,0.0629928,0.0493147,0.0466061,0.216263,accident
0.246466,0.199321,0.217641,0.246466,0.157124,0.038623,0.0324319,0.0278954,0.246466,0.246466,0.118234,0.127902,0.157143,0.246466,0.0601374,0.0509283,0.0415997,0.241991,0.246466,0.0668462,0.0794116,0.0907129,0.16999,0.194416,0.158099,0.145231,0.246466,0.238564,0.0595552,0.0680301,0.0833207,0.246466,0.0692786,0.0565674,0.0487294,0.246466,accident
0.252068,0.164418,0.1723,0.163596,0.206284,0.0193319,0.0173125,0.0182981,0.252068,0.252068,0.164781,0.155606,0.174005,0.252068,0.0292696,0.0240987,0.0271597,0.221265,0.252068,0.0995491,0.105856,0.0977707,0.231029,0.0652427,0.0590197,0.0647772,0.239966,0.22527,0.217187,0.199988,0.21199,0.252068,0.0133246,0.0126797,0.0124481,0.139701,accident
0.255266,0.255266,0.255266,0.0905598,0.10231,0.0126183,0.0128333,0.00788029,0.255266,0.255266,0.154309,0.243977,0.11795,0.255266,0.0224701,0.0358123,0.0247316,0.255266,0.248969,0.125234,0.186423,0.0522848,0.155324,0.0538445,0.167467,0.0848454,0.21652,0.218216,0.0756217,0.162761,0.112086,0.255266,0.00946513,0.0289494,0.0254774,0.197962,accident
0.250907,0.196621,0.250907,0.134302,0.095587,0.0563382,0.114643,0.0319538,0.250907,0.250907,0.103019,0.179634,0.116182,0.250907,0.0320858,0.0445972,0.030132,0.250907,0.213896,0.0542936,0.0831382,0.0448498,0.150167,0.224203,0.250907,0.102386,0.212264,0.20047,0.074572,0.236806,0.162978,0.250907,0.0280499,0.0534639,0.0344211,0.176584,accident
0.252968,0.113383,0.12127,0.015861,0.117097,0.0835643,0.161673,0.0903521,0.252968,0.252968,0.125858,0.220064,0.0970329,0.252968,0.0335999,0.111247,0.0749698,0.252968,0.1699,0.0150966,0.0231402,0.00769317,0.171899,0.171896,0.252968,0.220112,0.216931,0.188504,0.114851,0.247798,0.139059,0.252968,0.0233724,0.105253,0.0736825,0.207578,accident
0.262751,0.144332,0.207364,0.058426,0.117068,0.0866892,0.261331,0.133075,0.262751,0.262751,0.0811519,0.149599,0.101379,0.262751,0.0277533,0.0713486,0.0526353,0.262751,0.148437,0.00535274,0.012004,0.00614404,0.191989,0.195401,0.262751,0.190083,0.215107,0.177419,0.039657,0.113729,0.105884,0.262751,0.0258538,0.0718952,0.052155,0.215231,accident
0.260357,0.215612,0.224141,0.0411749,0.119466,0.0756758,0.226006,0.119164,0.260357,0.260357,0.103706,0.160599,0.102721,0.260357,0.032334,0.0985882,0.0709535,0.260357,0.134378,0.0145072,0.0110662,0.00433319,0.224506,0.201204,0.260357,0.192751,0.179477,0.119474,0.0599853,0.158072,0.129624,0.260357,0.0238975,0.0948217,0.0596266,0.15767,accident
0.271177,0.248611,0.271177,0.0993327,0.0737747,0.00798547,0.0254314,0.0227666,0.271177,0.271177,0.0936718,0.112674,0.0413854,0.271177,0.0301747,0.0560248,0.0336513,0.259095,0.271177,0.0983335,0.141975,0.0443347,0.0818386,0.0525902,0.185698,0.127499,0.271177,0.234711,0.0415923,0.0508907,0.0350966,0.271177,0.0424016,0.090295,0.0610652,0.262369,accident
0.263346,0.222538,0.263346,0.20438,0.127853,0.00551472,0.00828802,0.00822513,0.263346,0.263346,0.125884,0.205134,0.160836,0.263346,0.0359845,0.0492776,0.0253727,0.263346,0.263346,0.0933849,0.164902,0.0979036,0.136229,0.0344317,0.0537024,0.0401029,0.252956,0.204036,0.0666663,0.135761,0.117112,0.263346,0.0116565,0.020487,0.0167102,0.18388,accident
0.259642,0.198826,0.259642,0.205111,0.178528,0.02547,0.0330903,0.0201392,0.259642,0.259642,0.135685,0.190679,0.178395,0.259642,0.02172,0.027574,0.0161263,0.232195,0.250807,0.0680981,0.0958124,0.0761645,0.146264,0.0649643,0.0901856,0.0560974,0.228894,0.222088,0.130654,0.188696,0.182149,0.259642,0.0109495,0.0111661,0.00571061,0.167425,accident
0.284308,0.138406,0.19112,0.151499,0.179254,0.0233588,0.0370486,0.0203363,0.284308,0.284308,0.0823848,0.112033,0.107033,0.284308,0.028337,0.0265224,0.0213343,0.284308,0.256047,0.0560466,0.0796352,0.0652366,0.184046,0.041787,0.0510758,0.0298407,0.216963,0.284308,0.125205,0.178849,0.144081,0.284308,0.00683322,0.0038043,0.00558435,0.226899,accident
0.260767,0.251231,0.260767,0.223725,0.0996041,0.00753332,0.00914084,0.00750896,0.206864,0.260767,0.185102,0.230339,0.194359,0.260767,0.0174718,0.0182345,0.0150558,0.177415,0.260767,0.125758,0.150247,0.118202,0.111699,0.0544565,0.0794637,0.0605486,0.224208,0.182924,0.145043,0.188833,0.181898,0.260767,0.0113737,0.0126928,0.0119373,0.118967,accident
0.251531,0.0515122,0.0584856,0.038659,0.151419,0.160882,0.251531,0.220877,0.251531,0.251531,0.0640149,0.0713961,0.0625835,0.251531,0.0868569,0.112188,0.0991422,0.251531,0.114833,0.00142234,0.0015085,0.00115083,0.128311,0.221748,0.251531,0.251531,0.210912,0.128397,0.041297,0.0448219,0.0478978,0.251531,0.124411,0.204628,0.169539,0.218943,accident
0.264598,0.127834,0.143504,0.208813,0.149699,0.0378781,0.0255649,0.0238628,0.264598,0.264598,0.0925888,0.107807,0.152911,0.264598,0.0760238,0.0547783,0.0439754,0.264598,0.264598,0.0495636,0.0593332,0.0831581,0.167161,0.165111,0.114964,0.101443,0.264598,0.264598,0.0248661,0.0340972,0.0453879,0.264598,0.150501,0.106472,0.088917,0.264598,accident
0.273542,0.113534,0.119619,0.157867,0.089035,0.0239476,0.0186972,0.0181646,0.273542,0.273542,0.107906,0.129524,0.166853,0.273542,0.103647,0.0788178,0.0578054,0.240138,0.273542,0.0860183,0.0953771,0.121524,0.167012,0.100307,0.0824351,0.0724265,0.273542,0.273542,0.074864,0.100785,0.124824,0.273542,0.0889431,0.0692466,0.0548321,0.273542,accident
0.263219,0.0864927,0.0909792,0.113447,0.153699,0.148524,0.124173,0.110837,0.263219,0.263219,0.0953215,0.102266,0.130841,0.263219,0.0988983,0.080169,0.0725044,0.263219,0.220777,0.0156288,0.0166325,0.0202453,0.117196,0.20319,0.168908,0.15032,0.263219,0.173394,0.0456604,0.0508277,0.065771,0.263219,0.199327,0.163742,0.146721,0.263219,accident
0.234572,0.0998758,0.107591,0.104182,0.10907,0.100303,0.10955,0.100752,0.234572,0.234572,0.188246,0.197156,0.204777,0.234572,0.057458,0.0575683,0.0551615,0.234572,0.170463,0.0547129,0.0580354,0.0561425,0.19402,0.203039,0.21329,0.202748,0.212738,0.19448,0.205291,0.216851,0.213822,0.234572,0.0706073,0.0693703,0.0671364,0.16966,accident
0.276048,0.180161,0.233156,0.0741496,0.064308,0.0194979,0.046933,0.0402602,0.276048,0.276048,0.17319,0.22623,0.103121,0.276048,0.0355583,0.0428583,0.0336686,0.186128,0.276048,0.0651774,0.0848416,0.0317467,0.0890373,0.0841451,0.228427,0.185687,0.276048,0.142101,0.077976,0.10214,0.0974241,0.276048,0.0582127,0.11793,0.0929342,0.215013,accident
0.276406,0.100679,0.119532,0.105732,0.0731107,0.0514771,0.0627427,0.0487671,0.276406,0.276406,0.0944456,0.117188,0.109751,0.276406,0.039475,0.040442,0.0295353,0.276406,0.276406,0.0527945,0.0640752,0.0600728,0.132417,0.19379,0.210355,0.168857,0.276406,0.227038,0.0239118,0.0357923,0.0367315,0.276406,0.101759,0.103075,0.0829188,0.276406,accident
0.267771,0.142493,0.162878,0.128305,0.0902943,0.0142265,0.0176529,0.0163264,0.188954,0.267771,0.199547,0.215278,0.193962,0.267771,0.0169609,0.0193125,0.0174,0.162648,0.267771,0.123643,0.143467,0.113254,0.164261,0.079012,0.0955839,0.0907106,0.267771,0.231871,0.134463,0.141166,0.154835,0.267771,0.0805214,0.0952406,0.0855902,0.264701,accident
0.252938,0.128534,0.142856,0.115828,0.0560362,0.0200971,0.022543,0.019634,0.248523,0.252938,0.202422,0.245124,0.215112,0.252938,0.0250032,0.0263273,0.0207443,0.240845,0.252938,0.10771,0.125254,0.10466,0.0984959,0.0682527,0.083361,0.0694918,0.252938,0.233845,0.157331,0.206813,0.205762,0.252938,0.0499941,0.0546157,0.0443643,0.231505,accident
0.26432,0.178184,0.21682,0.200459,0.0992218,0.0318296,0.030875,0.0282844,0.214938,0.23486,0.159325,0.190377,0.186474,0.26432,0.0205298,0.0218392,0.0207383,0.141106,0.26432,0.0880793,0.11216,0.107129,0.147098,0.164214,0.166775,0.148694,0.26432,0.216001,0.0749335,0.095031,0.109006,0.26432,0.0914811,0.091725,0.0854842,0.26432,accident
0.275871,0.0997353,0.115208,0.0379836,0.0433398,0.0369351,0.105992,0.0993801,0.275871,0.275871,0.107745,0.122845,0.0611133,0.275871,0.031839,0.0493408,0.050666,0.275871,0.275871,0.0176203,0.0188021,0.00684314,0.0442104,0.0790291,0.234993,0.214057,0.275871,0.215252,0.0263455,0.0262119,0.0294577,0.275871,0.081671,0.180642,0.170287,0.275871,accident
0.272629,0.146204,0.174347,0.0972231,0.0822756,0.0253785,0.0371865,0.0312271,0.272629,0.272629,0.174774,0.199661,0.124147,0.272629,0.0191467,0.0270455,0.0258762,0.25832,0.272629,0.07187,0.086513,0.049313,0.0983533,0.0736608,0.121797,0.100316,0.272629,0.272629,0.0697695,0.0775809,0.0675238,0.272629,0.0748309,0.123683,0.107687,0.272629,accident
0.254609,0.0960757,0.111796,0.052213,0.0577629,0.042909,0.0852316,0.0742958,0.254609,0.254609,0.218462,0.235001,0.133158,0.254609,0.035876,0.065275,0.058771,0.254609,0.254609,0.0395142,0.0463058,0.0236398,0.0613998,0.0811959,0.175044,0.149935,0.254609,0.227314,0.0989742,0.0938882,0.0947494,0.254609,0.0996021,0.21747,0.194167,0.254609,accident
0.274597,0.0990086,0.103176,0.116156,0.128758,0.0821154,0.0846733,0.0746874,0.274597,0.274597,0.0667262,0.0699989,0.0795514,0.274597,0.0747361,0.0710752,0.0640587,0.274597,0.274597,0.0210905,0.0234375,0.0251382,0.111411,0.181794,0.181042,0.164236,0.274597,0.229022,0.019976,0.0233405,0.0266679,0.274597,0.147557,0.139211,0.126869,0.274597,accident
0.264645,0.157373,0.191867,0.0888517,0.0530345,0.0199259,0.0444663,0.0377702,0.264645,0.264645,0.184832,0.229708,0.113619,0.264645,0.02978,0.051062,0.040238,0.209275,0.264645,0.0989133,0.124144,0.0584309,0.0784522,0.0676697,0.153201,0.123834,0.264645,0.264645,0.0731468,0.0876559,0.0659935,0.264645,0.0791116,0.156288,0.126348,0.264645,accident
0.272461,0.105921,0.128671,0.083385,0.0822523,0.0794793,0.118459,0.102154,0.272461,0.272461,0.0971931,0.118641,0.0884609,0.272461,0.0433148,0.0618203,0.0495813,0.272461,0.259195,0.0206469,0.0249489,0.017797,0.0651841,0.144597,0.224651,0.191386,0.272461,0.207656,0.0314475,0.0405224,0.0427391,0.272461,0.111322,0.173681,0.143792,0.272461,accident
0.273335,0.127749,0.16075,0.181501,0.130163,0.0411692,0.0380572,0.0310075,0.273335,0.273335,0.0776758,0.106849,0.123561,0.273335,0.044194,0.0400804,0.0312156,0.273335,0.273335,0.038319,0.053747,0.0608896,0.16617,0.152378,0.133655,0.107175,0.273335,0.273335,0.0412351,0.0732312,0.0836143,0.273335,0.0802799,0.0690077,0.0569057,0.273335,accident
0.269586,0.107241,0.134879,0.1387,0.0804818,0.056992,0.0564589,0.0433605,0.269586,0.269586,0.118452,0.163554,0.178972,0.269586,0.0281465,0.0267729,0.0182475,0.269586,0.269586,0.0428411,0.059549,0.0555348,0.0880288,0.184273,0.174385,0.142519,0.269586,0.236352,0.0477585,0.0854772,0.0901831,0.269586,0.115743,0.102612,0.0802476,0.269586,accident
0.269176,0.141187,0.166887,0.123149,0.0589407,0.021903,0.0318588,0.0278296,0.269176,0.269176,0.137317,0.184289,0.136446,0.269176,0.0291165,0.0358576,0.0280635,0.269176,0.269176,0.0527512,0.0575417,0.0464112,0.0661753,0.110387,0.162069,0.130355,0.269176,0.269176,0.0706335,0.100323,0.0970975,0.269176,0.0984437,0.130101,0.102621,0.269176,accident
0.276227,0.125821,0.1363,0.134017,0.0449615,0.0169984,0.0163506,0.0156843,0.212194,0.276227,0.160449,0.20323,0.188519,0.276227,0.0149594,0.0152394,0.0122721,0.164657,0.276227,0.100121,0.104042,0.10455,0.0892752,0.126169,0.137641,0.118615,0.276227,0.276227,0.0874223,0.116654,0.119979,0.276227,0.102891,0.112926,0.0929294,0.276227,accident
0.241257,0.231879,0.241257,0.088969,0.0864793,0.0319207,0.0841704,0.0779049,0.241257,0.241257,0.164062,0.175973,0.0761392,0.214158,0.030112,0.0604619,0.0561178,0.238285,0.241257,0.066961,0.0758013,0.025755,0.0627332,0.0926891,0.241257,0.241257,0.241257,0.215377,0.069129,0.0667064,0.0525292,0.241257,0.066809,0.199173,0.17956,0.241257,accident
0.26694,0.129645,0.144804,0.0622204,0.052608,0.046119,0.107223,0.109776,0.26694,0.26694,0.1288,0.132767,0.0695654,0.26694,0.019332,0.0405689,0.039801,0.26694,0.264858,0.0225834,0.0260135,0.0143533,0.0769072,0.112645,0.24749,0.254174,0.26694,0.197533,0.0541669,0.0493678,0.0476283,0.26694,0.085773,0.159297,0.166323,0.250456,accident
0.25438,0.17955,0.190229,0.0756405,0.0562461,0.0470088,0.109089,0.112169,0.25438,0.25438,0.145141,0.15394,0.0710177,0.184795,0.0222719,0.0524138,0.0434482,0.25438,0.25438,0.042408,0.0458087,0.0201497,0.0596079,0.10793,0.25438,0.25438,0.25438,0.20508,0.0495601,0.0522223,0.0393016,0.25438,0.0813859,0.212653,0.192726,0.25438,accident
0.252435,0.181988,0.201664,0.0671788,0.0548942,0.0299254,0.083518,0.0794005,0.252435,0.252435,0.176282,0.184345,0.0858295,0.237407,0.018911,0.0407477,0.0399291,0.252435,0.252435,0.0461838,0.0511189,0.0175679,0.048691,0.0837328,0.252435,0.242491,0.252435,0.192002,0.074382,0.0701636,0.0591859,0.252435,0.0647342,0.187591,0.180647,0.252435,accident
0.256769,0.214342,0.22234,0.0906885,0.0552188,0.0288607,0.0708947,0.0635046,0.256769,0.256769,0.182652,0.184331,0.0875487,0.251007,0.0187546,0.0373419,0.0350086,0.225198,0.256769,0.0550257,0.0567143,0.0233562,0.0541823,0.0919074,0.22802,0.210562,0.256769,0.204093,0.0632934,0.0580506,0.0446987,0.256769,0.0713126,0.17144,0.16636,0.256769,accident
0.253832,0.229372,0.241572,0.0714977,0.0951507,0.0486872,0.132584,0.136046,0.253832,0.253832,0.125844,0.12256,0.0508048,0.187329,0.0214629,0.0631486,0.0632555,0.253832,0.234027,0.0363544,0.0367549,0.0127401,0.0868233,0.106582,0.253832,0.253832,0.253832,0.148385,0.0513792,0.0445652,0.0356332,0.2356,0.066774,0.201485,0.207108,0.240839,accident
0.261883,0.147298,0.146156,0.0489146,0.12454,0.0925616,0.204343,0.229053,0.261883,0.261883,0.12817,0.116204,0.065229,0.261883,0.0481746,0.0971961,0.105852,0.261883,0.0991361,0.0109132,0.00984641,0.0046678,0.203399,0.143872,0.221779,0.261883,0.246203,0.109947,0.070337,0.0515015,0.0621922,0.261883,0.112678,0.138442,0.169952,0.173658,accident
0.251758,0.171315,0.17148,0.0669718,0.0751989,0.0608076,0.137803,0.146562,0.251758,0.251758,0.145532,0.138598,0.068236,0.251758,0.0350749,0.0639461,0.0683745,0.251758,0.196596,0.0219245,0.0207844,0.0113832,0.0953916,0.117326,0.251758,0.251758,0.251758,0.141512,0.0341558,0.0291166,0.0270845,0.251758,0.101812,0.218083,0.242208,0.238793,accident
0.252811,0.159164,0.164437,0.0975306,0.125581,0.111368,0.177005,0.177251,0.252811,0.252811,0.158978,0.16329,0.100226,0.241923,0.0333254,0.0531699,0.0542546,0.188604,0.169859,0.0162962,0.0166868,0.0105377,0.121481,0.203664,0.252811,0.252811,0.252811,0.0990436,0.0645109,0.0537,0.0555242,0.252811,0.124613,0.206624,0.210412,0.161659,accident
0.268641,0.186189,0.195117,0.0562414,0.115735,0.0848888,0.145064,0.159956,0.268641,0.268641,0.115209,0.114849,0.0530371,0.185621,0.035995,0.0579051,0.0585731,0.238723,0.212784,0.0183886,0.0187157,0.00737849,0.157305,0.163333,0.268641,0.268641,0.268641,0.131459,0.0767811,0.0687203,0.0587199,0.268641,0.0671089,0.166795,0.177323,0.166287,accident
0.248666,0.0670381,0.0760806,0.0945834,0.161936,0.178814,0.149026,0.132569,0.248666,0.248666,0.0903959,0.105375,0.125578,0.248666,0.0953816,0.0767695,0.0681296,0.248666,0.182671,0.00942576,0.0108229,0.013173,0.173169,0.248666,0.229675,0.206286,0.248666,0.224954,0.0984829,0.108829,0.131143,0.248666,0.108582,0.0892109,0.0794502,0.2377,accident
0.26992,0.138198,0.121712,0.0914672,0.141909,0.0624594,0.0813984,0.0953721,0.26992,0.26992,0.0719902,0.0651441,0.049379,0.26992,0.0444547,0.0600079,0.0673688,0.26992,0.231379,0.0314565,0.028666,0.0215822,0.110344,0.125935,0.174179,0.203073,0.26992,0.269514,0.0216269,0.0195914,0.0162831,0.26992,0.121584,0.168557,0.195073,0.26992,accident
